feat1	feat2	R	p	Padj	name_int	type
LMOD1	COL6A3	0.448011693846642	1.20358263586695e-05	0.00111179863629724	LMOD1 (interacts with) COL6A3	prot-prot
NPDC1	COL6A3	0.603413053432426	4.89870366493506e-10	1.30361357632676e-07	NPDC1 (interacts with) COL6A3	prot-prot
PIK3IP1	COL6A3	0.535521820295164	7.61453080588836e-08	1.30796756585427e-05	PIK3IP1 (interacts with) COL6A3	prot-prot
TNFRSF19	COL6A3	0.563746274116424	1.07213999900324e-08	2.23841911987018e-06	TNFRSF19 (interacts with) COL6A3	prot-prot
TNFRSF21	COL6A3	0.437438085304534	2.02921471372797e-05	0.00173123700493469	TNFRSF21 (interacts with) COL6A3	prot-prot
N-acetylputrescine	COL6A3	0.476535154345582	2.68863990937618e-06	0.000305505632180444	N-acetylputrescine (interacts with) COL6A3	met-prot
CTSD	COLEC12	0.478005697257712	2.47948869480652e-06	0.000285530357321217	CTSD (interacts with) COLEC12	prot-prot
CTSZ	COLEC12	0.428865162359688	3.06054637857489e-05	0.00247933220825878	CTSZ (interacts with) COLEC12	prot-prot
EFEMP1	COLEC12	0.420918693070074	4.43590355012624e-05	0.00330185516426788	EFEMP1 (interacts with) COLEC12	prot-prot
FABP5	COLEC12	0.424449757188421	3.76579933267784e-05	0.00291721649662646	FABP5 (interacts with) COLEC12	prot-prot
FAS	COLEC12	0.444781994219001	1.41439015455269e-05	0.00127220802693216	FAS (interacts with) COLEC12	prot-prot
GABARAP	COLEC12	0.412095435597297	6.62646560782854e-05	0.00462412056546296	GABARAP (interacts with) COLEC12	prot-prot
GDF15	COLEC12	0.485472885218705	1.63392247820582e-06	0.000196529879345786	GDF15 (interacts with) COLEC12	prot-prot
GM2A	COLEC12	0.597533538510681	7.94895926858885e-10	2.03113705489912e-07	GM2A (interacts with) COLEC12	prot-prot
LMOD1	COLEC12	0.41449057135837	5.94902680286502e-05	0.00421437264269169	LMOD1 (interacts with) COLEC12	prot-prot
NPC2	COLEC12	0.660872551486414	2.43893794049654e-12	1.11842725557056e-09	NPC2 (interacts with) COLEC12	prot-prot
NPDC1	COLEC12	0.618746340159303	1.32184041490291e-10	3.97015928125224e-08	NPDC1 (interacts with) COLEC12	prot-prot
PIK3IP1	COLEC12	0.691155168700866	9.10382880192628e-14	5.37439824444752e-11	PIK3IP1 (interacts with) COLEC12	prot-prot
TGOLN2	COLEC12	0.561518445632779	1.25996875155465e-08	2.57816713465526e-06	TGOLN2 (interacts with) COLEC12	prot-prot
TNFRSF10B	COLEC12	0.522060345098334	1.82391135972182e-07	2.8647121539851e-05	TNFRSF10B (interacts with) COLEC12	prot-prot
TNFRSF19	COLEC12	0.61553498938915	1.74932512919668e-10	5.1048487861103e-08	TNFRSF19 (interacts with) COLEC12	prot-prot
TNFRSF1B	COLEC12	0.514822103938032	2.87276179955498e-07	4.35236123967976e-05	TNFRSF1B (interacts with) COLEC12	prot-prot
TNFRSF21	COLEC12	0.559134577283094	1.49557732864736e-08	2.9888269104797e-06	TNFRSF21 (interacts with) COLEC12	prot-prot
1-methyl-4-imidazoleacetate	COLEC12	0.443355479537774	1.51810795352425e-05	0.00135554825039944	1-methyl-4-imidazoleacetate (interacts with) COLEC12	met-prot
N-acetylputrescine	COLEC12	0.435546789006983	2.22390272957007e-05	0.0018848126104079	N-acetylputrescine (interacts with) COLEC12	met-prot
GPC1	CPA4	0.473671001998891	3.14461417794121e-06	0.000353407842842583	GPC1 (interacts with) CPA4	prot-prot
HAGH	CPPED1	0.485329858053609	1.64718020401189e-06	0.000197661624481427	HAGH (interacts with) CPPED1	prot-prot
KITLG	CPQ	0.420821830962089	4.45576236205447e-05	0.00331183726360518	KITLG (interacts with) CPQ	prot-prot
MAN2B2	CPQ	0.423201218706797	3.99113584688138e-05	0.00304583561806579	MAN2B2 (interacts with) CPQ	prot-prot
SMPD1	CPQ	0.419342482403779	4.76953989951845e-05	0.0034895095333229	SMPD1 (interacts with) CPQ	prot-prot
CTSD	CREG1	0.56412243316544	1.04318880200793e-08	2.19582692094785e-06	CTSD (interacts with) CREG1	prot-prot
CTSF	CREG1	0.428639357542883	3.09339230795125e-05	0.00249413860182694	CTSF (interacts with) CREG1	prot-prot
CTSZ	CREG1	0.625723166900795	7.11182224222284e-11	2.2972527695633e-08	CTSZ (interacts with) CREG1	prot-prot
GLB1	CREG1	0.667961096661649	1.16928688953521e-12	5.77447833139698e-10	GLB1 (interacts with) CREG1	prot-prot
MAN2B2	CREG1	0.547614330313902	3.3610449534649e-08	6.34644370624842e-06	MAN2B2 (interacts with) CREG1	prot-prot
PLA2G15	CREG1	0.638004288355874	2.29869456802589e-11	8.37311723502198e-09	PLA2G15 (interacts with) CREG1	prot-prot
SGSH	CREG1	0.427142404283047	3.31960184949409e-05	0.0026515513373253	SGSH (interacts with) CREG1	prot-prot
SMPD1	CREG1	0.739248353351414	2.22044604925031e-16	2.23611978606855e-13	SMPD1 (interacts with) CREG1	prot-prot
MKI67	CTSC	0.410193416022327	7.21478923626506e-05	0.0049538980638312	MKI67 (interacts with) CTSC	prot-prot
CTSZ	CTSD	0.425182497837077	3.63913741623367e-05	0.00284051820209364	CTSZ (interacts with) CTSD	prot-prot
GDF15	CTSD	0.447360078898242	1.2435839152225e-05	0.00113648522928519	GDF15 (interacts with) CTSD	prot-prot
GLB1	CTSD	0.449862852065102	1.09642454426684e-05	0.00103515376091075	GLB1 (interacts with) CTSD	prot-prot
NPC2	CTSD	0.537828889436793	6.53063105815477e-08	1.14475498684925e-05	NPC2 (interacts with) CTSD	prot-prot
PLA2G15	CTSD	0.503189845333702	5.83389252462041e-07	8.18657705094274e-05	PLA2G15 (interacts with) CTSD	prot-prot
SMPD1	CTSD	0.452432108766863	9.62454197850349e-06	0.000930916150689151	SMPD1 (interacts with) CTSD	prot-prot
TNFRSF10B	CTSD	0.494875136486915	9.52788629549062e-07	0.000125091002926626	TNFRSF10B (interacts with) CTSD	prot-prot
SMPD1	CTSF	0.490278609418478	1.24273655499607e-06	0.000156822971657489	SMPD1 (interacts with) CTSF	prot-prot
GLB1	CTSZ	0.531143643373338	1.01586829170941e-07	1.69951125284024e-05	GLB1 (interacts with) CTSZ	prot-prot
GM2A	CTSZ	0.453765751186547	8.99125428821534e-06	0.00087626341602038	GM2A (interacts with) CTSZ	prot-prot
MANSC1	CTSZ	0.447601771721165	1.22860370139755e-05	0.00112680510899603	MANSC1 (interacts with) CTSZ	prot-prot
PIK3IP1	CTSZ	0.473420039996164	3.18786174036134e-06	0.000355931693445562	PIK3IP1 (interacts with) CTSZ	prot-prot
PLA2G15	CTSZ	0.545470555866597	3.89460126370977e-08	7.16941651986143e-06	PLA2G15 (interacts with) CTSZ	prot-prot
SCG2	CTSZ	0.443286986095398	1.52326282218951e-05	0.0013558887096647	SCG2 (interacts with) CTSZ	prot-prot
SMPD1	CTSZ	0.684096052437959	2.02948768901479e-13	1.14543393085494e-10	SMPD1 (interacts with) CTSZ	prot-prot
TNFRSF19	CTSZ	0.428389653278781	3.13009764356664e-05	0.00251977766416274	TNFRSF19 (interacts with) CTSZ	prot-prot
TNFRSF1B	CTSZ	0.46737934012009	4.41449132404514e-06	0.000469416717190391	TNFRSF1B (interacts with) CTSZ	prot-prot
TNFRSF21	CTSZ	0.476662630714582	2.66987101760208e-06	0.000304721278808984	TNFRSF21 (interacts with) CTSZ	prot-prot
TNFSF10	CXCL10	0.454300897740031	8.74830731345533e-06	0.000855834406893458	TNFSF10 (interacts with) CXCL10	prot-prot
GDF15	CXCL8	0.411873481032722	6.69274501785555e-05	0.0046577152319385	GDF15 (interacts with) CXCL8	prot-prot
FAS	CYTL1	0.474569405797612	2.99428315764239e-06	0.000338736526379984	FAS (interacts with) CYTL1	prot-prot
GM2A	CYTL1	0.469233207706668	3.99739441592217e-06	0.00043222353095108	GM2A (interacts with) CYTL1	prot-prot
MMP3	CYTL1	0.460321933006939	6.40749787339523e-06	0.000658178181555158	MMP3 (interacts with) CYTL1	prot-prot
NPC2	CYTL1	0.504121024268254	5.51756674127546e-07	7.828238337898e-05	NPC2 (interacts with) CYTL1	prot-prot
NPDC1	CYTL1	0.50077489345215	6.7361946509692e-07	9.25056035491385e-05	NPDC1 (interacts with) CYTL1	prot-prot
PIK3IP1	CYTL1	0.506621816772921	4.74646551618108e-07	6.80945443885642e-05	PIK3IP1 (interacts with) CYTL1	prot-prot
SYT1	CYTL1	0.41064069599521	7.07222998028723e-05	0.00487556686963157	SYT1 (interacts with) CYTL1	prot-prot
TNFRSF19	CYTL1	0.449942102880725	1.09204300198229e-05	0.00103291581181971	TNFRSF19 (interacts with) CYTL1	prot-prot
DBI	DAB2	0.561674474305238	1.24585204375194e-08	2.55947843868398e-06	DBI (interacts with) DAB2	prot-prot
DUT	DAB2	0.675583811771336	5.18252107895023e-13	2.71606410831514e-10	DUT (interacts with) DAB2	prot-prot
EDIL3	DAB2	-0.521520904511993	1.88740848727775e-07	2.94405893990818e-05	EDIL3 (interacts with) DAB2	prot-prot
ENO1	DAB2	0.536666549258568	7.05693317115674e-08	1.22590931744676e-05	ENO1 (interacts with) DAB2	prot-prot
FKBP5	DAB2	0.775157620372653	0	0	FKBP5 (interacts with) DAB2	prot-prot
JPT2	DAB2	0.727466450635765	8.88178419700125e-16	7.73166841284719e-13	JPT2 (interacts with) DAB2	prot-prot
MGMT	DAB2	0.613078203311812	2.16294093746683e-10	6.13749428443626e-08	MGMT (interacts with) DAB2	prot-prot
NEXN	DAB2	0.826846535874045	0	0	NEXN (interacts with) DAB2	prot-prot
PPP1CC	DAB2	0.490454721566694	1.23023805742584e-06	0.000156012411430595	PPP1CC (interacts with) DAB2	prot-prot
PPP1R14A	DAB2	0.494839914057272	9.54744414860542e-07	0.000125091002926626	PPP1R14A (interacts with) DAB2	prot-prot
PRTFDC1	DAB2	0.599327251593815	6.86475321032276e-10	1.78067537819281e-07	PRTFDC1 (interacts with) DAB2	prot-prot
PSRC1	DAB2	0.530910019509652	1.03149764951738e-07	1.72005582075365e-05	PSRC1 (interacts with) DAB2	prot-prot
PSTPIP2	DAB2	0.816279806981086	0	0	PSTPIP2 (interacts with) DAB2	prot-prot
RBPMS2	DAB2	0.794283399668909	0	0	RBPMS2 (interacts with) DAB2	prot-prot
TACC3	DAB2	0.871385298157867	0	0	TACC3 (interacts with) DAB2	prot-prot
FABP5	DBI	0.585801838610827	2.0292765245955e-09	4.71600191417308e-07	FABP5 (interacts with) DBI	prot-prot
FKBP5	DBI	0.618593920608644	1.33963284909555e-10	4.00020599590392e-08	FKBP5 (interacts with) DBI	prot-prot
JPT2	DBI	0.652865344651474	5.4678483962789e-12	2.4002452447255e-09	JPT2 (interacts with) DBI	prot-prot
LBR	DBI	0.492033091623115	1.12340400604261e-06	0.000145335087532363	LBR (interacts with) DBI	prot-prot
MGMT	DBI	0.496913607444219	8.45836150453749e-07	0.000112921411448761	MGMT (interacts with) DBI	prot-prot
NEXN	DBI	0.624845901870311	7.69482255691400e-11	2.43954374396977e-08	NEXN (interacts with) DBI	prot-prot
PSTPIP2	DBI	0.5059525906097	4.94215877111515e-07	7.05081318012427e-05	PSTPIP2 (interacts with) DBI	prot-prot
RBPMS2	DBI	0.461114437673911	6.14747765848023e-06	0.000637847378867767	RBPMS2 (interacts with) DBI	prot-prot
TACC3	DBI	0.590768201190518	1.37094113838998e-09	3.25979337350506e-07	TACC3 (interacts with) DBI	prot-prot
SNX5	DDA1	0.412500495321596	6.50707812335227e-05	0.00455318164053641	SNX5 (interacts with) DDA1	prot-prot
PSMG3	DGKA	0.465054639293146	4.9954806509156e-06	0.000524678703948926	PSMG3 (interacts with) DGKA	prot-prot
TGM2	DGKA	0.429145056064823	3.02028444061353e-05	0.00245058149873477	TGM2 (interacts with) DGKA	prot-prot
GAS6	DKK3	0.424923391215526	3.68346553876187e-05	0.00286640591016378	GAS6 (interacts with) DKK3	prot-prot
IGFBP7	DKK3	0.52930506146314	1.14521263583356e-07	1.87917319413456e-05	IGFBP7 (interacts with) DKK3	prot-prot
LRP1	DKK3	0.449808037758445	1.09946470339128e-05	0.00103611939754452	LRP1 (interacts with) DKK3	prot-prot
MAMDC2	DKK3	0.457717488458033	7.33668676677901e-06	0.000737401628848865	MAMDC2 (interacts with) DKK3	prot-prot
NPDC1	DKK3	0.41219048289951	6.59826988513856e-05	0.00461070940545193	NPDC1 (interacts with) DKK3	prot-prot
POSTN	DKK3	0.578581240533972	3.54748141973005e-09	7.92168024857979e-07	POSTN (interacts with) DKK3	prot-prot
TNFRSF19	DKK3	0.441955381795088	1.62679651909414e-05	0.00143560600035524	TNFRSF19 (interacts with) DKK3	prot-prot
TNFRSF21	DKK3	0.431740832225805	2.66974047056223e-05	0.00220801723942152	TNFRSF21 (interacts with) DKK3	prot-prot
DUT	DTYMK	0.458437533021028	7.06787150228649e-06	0.000714578504640619	DUT (interacts with) DTYMK	prot-prot
EIF4EBP1	DTYMK	0.784526786657744	0	0	EIF4EBP1 (interacts with) DTYMK	prot-prot
FEN1	DTYMK	0.431774153781128	2.66549832279583e-05	0.00220801723942152	FEN1 (interacts with) DTYMK	prot-prot
GGCT	DTYMK	0.599981508148837	6.50575149307997e-10	1.70477243206422e-07	GGCT (interacts with) DTYMK	prot-prot
GLRX	DTYMK	0.501356063541263	6.50770723975569e-07	8.96074648348129e-05	GLRX (interacts with) DTYMK	prot-prot
HAGH	DTYMK	0.716248106794407	4.44089209850063e-15	3.35417967910283e-12	HAGH (interacts with) DTYMK	prot-prot
INPP5D	DTYMK	0.656158641823113	3.93463039927155e-12	1.75724015049206e-09	INPP5D (interacts with) DTYMK	prot-prot
JPT2	DTYMK	0.413705047374168	6.16375859836538e-05	0.00435447925188509	JPT2 (interacts with) DTYMK	prot-prot
LXN	DTYMK	0.503980134549681	5.5643618024348e-07	7.87288215352759e-05	LXN (interacts with) DTYMK	prot-prot
PSME1	DTYMK	0.584216829276884	2.29666752282753e-09	5.3133713501091e-07	PSME1 (interacts with) DTYMK	prot-prot
PSMG3	DTYMK	0.761385650382163	0	0	PSMG3 (interacts with) DTYMK	prot-prot
RANBP1	DTYMK	0.741696312211616	0	0	RANBP1 (interacts with) DTYMK	prot-prot
SERPINI1	DTYMK	-0.490172942129548	1.25029314013148e-06	0.000157389842345962	SERPINI1 (interacts with) DTYMK	prot-prot
TGM2	DTYMK	0.6806910640696	2.96429547574917e-13	1.61964059185614e-10	TGM2 (interacts with) DTYMK	prot-prot
EDIL3	DUT	-0.47157549927794	3.52335287989725e-06	0.000389160008411876	EDIL3 (interacts with) DUT	prot-prot
EIF4EBP1	DUT	0.420362086576732	4.55115443882548e-05	0.00336811659910773	EIF4EBP1 (interacts with) DUT	prot-prot
ENO1	DUT	0.597020182452186	8.28828561338923e-10	2.10735816387956e-07	ENO1 (interacts with) DUT	prot-prot
FKBP5	DUT	0.611655101968934	2.44384956715749e-10	6.82152792223959e-08	FKBP5 (interacts with) DUT	prot-prot
GGCT	DUT	0.422899963460667	4.04735746517559e-05	0.00308237376090151	GGCT (interacts with) DUT	prot-prot
JPT2	DUT	0.702106301292663	2.50910403565285e-14	1.67360497754715e-11	JPT2 (interacts with) DUT	prot-prot
MGMT	DUT	0.512534892546486	3.30901491096824e-07	4.92611611093707e-05	MGMT (interacts with) DUT	prot-prot
NEXN	DUT	0.550280018315663	2.79434142491652e-08	5.33521842318635e-06	NEXN (interacts with) DUT	prot-prot
PPP1CC	DUT	0.480997499207495	2.10040274684076e-06	0.000244618333509617	PPP1CC (interacts with) DUT	prot-prot
PPP1R14A	DUT	0.434539114508119	2.33463024241765e-05	0.00197021692264557	PPP1R14A (interacts with) DUT	prot-prot
PRTFDC1	DUT	0.457310415272445	7.49287930101872e-06	0.000748704826654322	PRTFDC1 (interacts with) DUT	prot-prot
PSTPIP2	DUT	0.646049804515516	1.06679109990182e-11	4.31420400716201e-09	PSTPIP2 (interacts with) DUT	prot-prot
RANBP1	DUT	0.451146490084886	1.02744447734171e-05	0.000980846623722495	RANBP1 (interacts with) DUT	prot-prot
RBPMS2	DUT	0.646754253108379	9.96358551219600e-12	4.06134723735228e-09	RBPMS2 (interacts with) DUT	prot-prot
TACC3	DUT	0.711722024585256	7.54951656745106e-15	5.46117142118714e-12	TACC3 (interacts with) DUT	prot-prot
spermidine	DUT	0.459300482547286	6.75789568460594e-06	0.00069003085956533	spermidine (interacts with) DUT	met-prot
ENO1	EDIL3	-0.471205663766687	3.59450402909189e-06	0.00039391789556347	ENO1 (interacts with) EDIL3	prot-prot
MFGE8	EDIL3	0.444242893874819	1.45278059755505e-05	0.00130217821100222	MFGE8 (interacts with) EDIL3	prot-prot
NEXN	EDIL3	-0.428745024831813	3.07798102943124e-05	0.00248561486905014	NEXN (interacts with) EDIL3	prot-prot
NPC2	EDIL3	0.43841358176887	1.93514490955948e-05	0.00166760138515059	NPC2 (interacts with) EDIL3	prot-prot
PRTFDC1	EDIL3	-0.452167940544539	9.75484991316833e-06	0.000941746412669784	PRTFDC1 (interacts with) EDIL3	prot-prot
PSTPIP2	EDIL3	-0.46088549188123	6.22155742346919e-06	0.00064293599450579	PSTPIP2 (interacts with) EDIL3	prot-prot
RBPMS2	EDIL3	-0.447201577964848	1.25350062907259e-05	0.00114148567924057	RBPMS2 (interacts with) EDIL3	prot-prot
TACC3	EDIL3	-0.525430594202388	1.47083620616328e-07	2.36069211089207e-05	TACC3 (interacts with) EDIL3	prot-prot
EIF4EBP1	EDN1	0.545806769750977	3.80589728621317e-08	7.10803216799666e-06	EIF4EBP1 (interacts with) EDN1	prot-prot
LMOD1	EDN1	0.432055933218273	2.62987606227671e-05	0.00218914804795028	LMOD1 (interacts with) EDN1	prot-prot
NDRG1	EDN1	0.54165052305308	5.05106534376409e-08	8.97656456940221e-06	NDRG1 (interacts with) EDN1	prot-prot
RANBP1	EDN1	0.457750695642985	7.32408113401917e-06	0.000737401628848865	RANBP1 (interacts with) EDN1	prot-prot
SCG2	EDN1	0.477211088020852	2.5905191232134e-06	0.000296984513768393	SCG2 (interacts with) EDN1	prot-prot
SERPINI1	EDN1	-0.577154732133423	3.95503407801812e-09	8.75562716581941e-07	SERPINI1 (interacts with) EDN1	prot-prot
STC1	EDN1	0.462734669437498	5.64643651101981e-06	0.000588237280336669	STC1 (interacts with) EDN1	prot-prot
STC2	EDN1	0.754305942023881	0	0	STC2 (interacts with) EDN1	prot-prot
TGOLN2	EDN1	0.549998238878518	2.84963768137914e-08	5.4206441228012e-06	TGOLN2 (interacts with) EDN1	prot-prot
FAS	EFEMP1	0.419252580042971	4.78925673452757e-05	0.00349874223808772	FAS (interacts with) EFEMP1	prot-prot
GAS6	EFEMP1	0.533866366101934	8.49551053949682e-08	1.44432222700147e-05	GAS6 (interacts with) EFEMP1	prot-prot
GPC1	EFEMP1	0.509864525138457	3.89778816334285e-07	5.72879925520969e-05	GPC1 (interacts with) EFEMP1	prot-prot
IGFBP7	EFEMP1	0.449350146173083	1.12517130221867e-05	0.00105261927289528	IGFBP7 (interacts with) EFEMP1	prot-prot
TGOLN2	EFEMP1	0.423567327674263	3.92379097324813e-05	0.00300336668235505	TGOLN2 (interacts with) EFEMP1	prot-prot
TNFRSF19	EFEMP1	0.474809247694221	2.95531064020693e-06	0.000335065683181077	TNFRSF19 (interacts with) EFEMP1	prot-prot
TNFRSF21	EFEMP1	0.535409704707845	7.67134071821829e-08	1.31333353095897e-05	TNFRSF21 (interacts with) EFEMP1	prot-prot
GALNT5	EIF4EBP1	0.440227536895495	1.77097277540561e-05	0.00154689050586449	GALNT5 (interacts with) EIF4EBP1	prot-prot
HAGH	EIF4EBP1	0.599908421682928	6.54494680674134e-10	1.70633740098596e-07	HAGH (interacts with) EIF4EBP1	prot-prot
INPP5D	EIF4EBP1	0.641735056884224	1.61473057147532e-11	6.33072993518874e-09	INPP5D (interacts with) EIF4EBP1	prot-prot
LXN	EIF4EBP1	0.490296220633299	1.24148132729651e-06	0.000156822971657489	LXN (interacts with) EIF4EBP1	prot-prot
NDRG1	EIF4EBP1	0.61348666831038	2.08821404612536e-10	5.99165773234628e-08	NDRG1 (interacts with) EIF4EBP1	prot-prot
PSME1	EIF4EBP1	0.45306611250044	9.31843580653791e-06	0.000904716187190523	PSME1 (interacts with) EIF4EBP1	prot-prot
PSMG3	EIF4EBP1	0.631943221443415	4.03894695466533e-11	1.38293543727741e-08	PSMG3 (interacts with) EIF4EBP1	prot-prot
RANBP1	EIF4EBP1	0.875946602796661	0	0	RANBP1 (interacts with) EIF4EBP1	prot-prot
SERPINI1	EIF4EBP1	-0.695642985453137	5.41788836017076e-14	3.27367936680436e-11	SERPINI1 (interacts with) EIF4EBP1	prot-prot
STC2	EIF4EBP1	0.65138600260646	6.33049168641264e-12	2.73221893289204e-09	STC2 (interacts with) EIF4EBP1	prot-prot
TGM2	EIF4EBP1	0.553414814553908	2.24425331651901e-08	4.33326505024121e-06	TGM2 (interacts with) EIF4EBP1	prot-prot
FKBP5	ENO1	0.509827057870452	3.90671551553368e-07	5.72879925520969e-05	FKBP5 (interacts with) ENO1	prot-prot
JPT2	ENO1	0.456341798457258	7.87718193295817e-06	0.00077802320014756	JPT2 (interacts with) ENO1	prot-prot
NEXN	ENO1	0.471152830122222	3.60477824989935e-06	0.00039391789556347	NEXN (interacts with) ENO1	prot-prot
PPP1R14A	ENO1	0.519337113874115	2.16655411833244e-07	3.34156815368031e-05	PPP1R14A (interacts with) ENO1	prot-prot
PRTFDC1	ENO1	0.591190870346237	1.32553124032597e-09	3.17984779716754e-07	PRTFDC1 (interacts with) ENO1	prot-prot
PSTPIP2	ENO1	0.528688668944384	1.19197381298619e-07	1.9434849217451e-05	PSTPIP2 (interacts with) ENO1	prot-prot
RBPMS2	ENO1	0.54374625761685	4.38134217795039e-08	7.92344134716661e-06	RBPMS2 (interacts with) ENO1	prot-prot
TACC3	ENO1	0.552851255679617	2.33485590861449e-08	4.4913183320764e-06	TACC3 (interacts with) ENO1	prot-prot
F3	EPHA4	0.450963557837654	1.03701976001958e-05	0.000988150925317354	F3 (interacts with) EPHA4	prot-prot
GAS6	EPHA4	0.427003394580741	3.34137316122529e-05	0.00266479698075359	GAS6 (interacts with) EPHA4	prot-prot
PODXL	EPHA4	0.476984242300783	2.62306613052488e-06	0.000300046050030641	PODXL (interacts with) EPHA4	prot-prot
GPC1	F3	0.454512233248361	8.65407291894549e-06	0.000849853126418815	GPC1 (interacts with) F3	prot-prot
KITLG	F3	0.442886830333556	1.55370796817156e-05	0.00137583519388433	KITLG (interacts with) F3	prot-prot
LMOD1	F3	0.490947835581698	1.19587109370656e-06	0.000152785918837733	LMOD1 (interacts with) F3	prot-prot
TGOLN2	F3	0.421418759466028	4.33468440736995e-05	0.00323589231340873	TGOLN2 (interacts with) F3	prot-prot
GDF15	FABP5	0.498168433658554	7.85756791632508e-07	0.000106201233732225	GDF15 (interacts with) FABP5	prot-prot
LBR	FABP5	0.61148168206046	2.48038478645185e-10	6.88608446660362e-08	LBR (interacts with) FABP5	prot-prot
SAMD9L	FABP5	0.44545806769751	1.36758840589835e-05	0.00123660810786864	SAMD9L (interacts with) FABP5	prot-prot
GDF15	FAS	0.425064280934099	3.65929996144487e-05	0.00285192179089239	GDF15 (interacts with) FAS	prot-prot
GM2A	FAS	0.452097495685252	9.78987721844682e-06	0.000943354772869472	GM2A (interacts with) FAS	prot-prot
GPC1	FAS	0.450179855327597	1.07899669332667e-05	0.0010224588592114	GPC1 (interacts with) FAS	prot-prot
IGFBP7	FAS	0.544274594061498	4.22636294850065e-08	7.67017671501744e-06	IGFBP7 (interacts with) FAS	prot-prot
NPC2	FAS	0.530485012856187	1.06051836645804e-07	1.75703946133177e-05	NPC2 (interacts with) FAS	prot-prot
PIK3IP1	FAS	0.623172836462259	8.93634055643133e-11	2.79860031084337e-08	PIK3IP1 (interacts with) FAS	prot-prot
TGOLN2	FAS	0.495473917790849	9.2011436025885e-07	0.000121483479544716	TGOLN2 (interacts with) FAS	prot-prot
TNFRSF10B	FAS	0.471223274981508	3.59108542147268e-06	0.00039391789556347	TNFRSF10B (interacts with) FAS	prot-prot
TNFRSF19	FAS	0.525239183369464	1.48901233121279e-07	2.38241972994047e-05	TNFRSF19 (interacts with) FAS	prot-prot
TNFRSF1B	FAS	0.540664295023071	5.39894049467193e-08	9.56170978642588e-06	TNFRSF1B (interacts with) FAS	prot-prot
TNFRSF21	FAS	0.582317381910922	2.66158961537144e-09	6.1026447609588e-07	TNFRSF21 (interacts with) FAS	prot-prot
GGCT	FEN1	0.439762775896164	1.81174668265616e-05	0.00157981849951138	GGCT (interacts with) FEN1	prot-prot
JPT2	FKBP5	0.698073333098517	4.06341627012807e-14	2.51442240522624e-11	JPT2 (interacts with) FKBP5	prot-prot
MGMT	FKBP5	0.638042320146608	2.29047891764367e-11	8.37311723502198e-09	MGMT (interacts with) FKBP5	prot-prot
NEXN	FKBP5	0.748318128984537	0	0	NEXN (interacts with) FKBP5	prot-prot
PPP1CC	FKBP5	0.438484026628157	1.92851214655398e-05	0.00166467872011786	PPP1CC (interacts with) FKBP5	prot-prot
PPP1R14A	FKBP5	0.490049663625797	1.25916402393678e-06	0.000158118983543748	PPP1R14A (interacts with) FKBP5	prot-prot
PRTFDC1	FKBP5	0.625567961677997	7.21178672336009e-11	2.30060475845823e-08	PRTFDC1 (interacts with) FKBP5	prot-prot
PSRC1	FKBP5	0.447872776028328	1.21200797491561e-05	0.00111757144688807	PSRC1 (interacts with) FKBP5	prot-prot
PSTPIP2	FKBP5	0.713254200274735	6.21724893790088e-15	4.56168436357984e-12	PSTPIP2 (interacts with) FKBP5	prot-prot
RBPMS2	FKBP5	0.78162093621218	0	0	RBPMS2 (interacts with) FKBP5	prot-prot
SPARC	FKBP5	0.425240393082315	3.62930090291869e-05	0.0028371521213684	SPARC (interacts with) FKBP5	prot-prot
TACC3	FKBP5	0.77071959423761	0	0	TACC3 (interacts with) FKBP5	prot-prot
MMP12	GABARAP	0.41483216512275	5.85783688134001e-05	0.00416701526628286	MMP12 (interacts with) GABARAP	prot-prot
STC1	GABARAP	0.419182135183685	4.80475928199553e-05	0.00350031825139419	STC1 (interacts with) GABARAP	prot-prot
TGOLN2	GABARAP	0.456958190976014	7.63054137831176e-06	0.000760979815903091	TGOLN2 (interacts with) GABARAP	prot-prot
TNFRSF10B	GABARAP	0.429290972491282	2.99949136306488e-05	0.00243756133555399	TNFRSF10B (interacts with) GABARAP	prot-prot
NDRG1	GALNT5	0.422334542636751	4.15487697742467e-05	0.00313354598473614	NDRG1 (interacts with) GALNT5	prot-prot
PLXDC2	GALNT5	0.480557218836955	2.15253271806937e-06	0.00025012235384625	PLXDC2 (interacts with) GALNT5	prot-prot
STC2	GALNT5	0.43080553696594	2.79141694927709e-05	0.00229021045550913	STC2 (interacts with) GALNT5	prot-prot
PDCD1LG2	GAS6	0.417722243506583	5.13674333999514e-05	0.00372631550765749	PDCD1LG2 (interacts with) GAS6	prot-prot
TNFRSF21	GAS6	0.43226917099663	2.60321490874738e-05	0.00217047269015041	TNFRSF21 (interacts with) GAS6	prot-prot
IGFBP7	GDF15	0.429784086506287	2.9302073553783e-05	0.00239642435943041	IGFBP7 (interacts with) GDF15	prot-prot
LBR	GDF15	0.485191104540931	1.66013878777349e-06	0.000198752280046728	LBR (interacts with) GDF15	prot-prot
MMP12	GDF15	0.473565566552781	3.16271579747784e-06	0.000354666120870004	MMP12 (interacts with) GDF15	prot-prot
NPC2	GDF15	0.63365150928111	3.44999584456218e-11	1.21364237381311e-08	NPC2 (interacts with) GDF15	prot-prot
SMPD1	GDF15	0.412014370751294	6.65060189917188e-05	0.00463466639812032	SMPD1 (interacts with) GDF15	prot-prot
