Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Satellite Cells	12/139	0.17629195663862618	0.3566837262223367	0	0	1.3913628967400453	2.4148686635480123	YAP1;KITLG;VCAM1;CDCP1;DDAH1;CDH1;ERBB2;DAG1;TIMP3;CXCL1;HSPG2;EPHA2
Myoepithelial Cells	10/115	0.19787194803195146	0.3957438960639029	0	0	1.401844532279315	2.2711776501088843	YAP1;FGFBP1;SDC4;CA3;MME;PXN;ERBB2;SEMA3F;HSPG2;EPHA2
Vascular Smooth Muscle Cells	9/103	0.2100638054134878	0.4153534334312145	0	0	1.4090198648784915	2.1985556344304724	PDGFRB;SPARC;COL5A1;ITGA11;ANGPTL2;COL6A3;SSC5D;NID2;PRKG1
Noradrenergic Neurons	9/104	0.2179919151491126	0.42618644085332125	0	0	1.3941132451983038	2.1236489469788977	FABP1;SCGN;CDHR2;AFM;HAO1;PRAP1;INHBC;FTCD;DLK1
Paneth Cells	11/132	0.22092914642274697	0.4271296830839775	0	0	1.3380322209436133	2.020312556972413	LGALS4;FABP1;PIGR;CEACAM1;RAP1A;CCL11;FABP4;ATG16L1;ADIPOQ;REG3G;FBP1
Melanocytes	11/133	0.22807423425160706	0.4360979863712047	0	0	1.326993411496161	1.9614078811770848	YAP1;PHLDB1;NRP2;FN1;HSPB1;TIMP3;ANGPTL2;PLAT;PTN;PTGDS;HSPG2
Goblet Cells	10/122	0.2507344705792036	0.47421519435631987	0	0	1.3137351778656126	1.8173697281763905	LGALS4;ACE2;PIGR;KRT19;TSPAN8;KRT8;TFF1;PRSS8;PDIA5;MANF
Luteal Cells	10/125	0.2747577813172272	0.5140629456902961	0	0	1.2792576043993813	1.652628591593392	YAP1;ECHS1;DDAH1;EPHX2;DAG1;PEBP1;VWA1;GAPDH;ASS1;FKBP5
Glomus Cells	10/127	0.29114445705805597	0.53892697370321	0	0	1.2572548224722138	1.5513716333048577	PHLDB1;NFASC;CBS;ANGPTL2;GFRA1;PTN;VIM;EDIL3;HMOX2;TNFRSF1A
Cajal-Retzius Cells	13/174	0.3175901292261748	0.5756321092224418	0	0	1.1877626955143665	1.362356244940264	ACHE;CLSTN2;DIABLO;NCAN;APLP1;NUDT2;PNMA2;LZTFL1;DNM3;SMOC2;MAP2;ERC2;EDIL3
Cardiomyocytes	13/174	0.3175901292261748	0.5756321092224418	0	0	1.1877626955143665	1.362356244940264	BDNF;ADIPOQ;NEXN;FGF2;MYL4;FABP3;FABP4;NMRK2;CCN2;CD36;PDLIM5;FGF23;PRKG1
Hepatocytes	16/221	0.3358145838908331	0.6023890473918037	0	0	1.1481043801700923	1.2528070277674652	CEBPA;PON3;ZHX2;CPB2;ARG1;AFM;ASGR1;ASS1;SULT1A1;FABP1;HHEX;CDH1;GSTA1;SERPINH1;HAO1;ANG
Serotonergic Neurons	8/104	0.34428171549974496	0.6112756989485267	0	0	1.2252696658774007	1.306498938411412	FABP1;SCGN;ADH4;FABP2;GIPC2;GSTA1;TFPI;PBLD
Parathyroid Chief Cells	8/106	0.36381762076130497	0.6394370304289603	0	0	1.2001353027398804	1.213459899477242	APP;INPP5J;VWA1;UMOD;REG3G;LRP2;CFC1;VEGFA
Plasma Cells	12/166	0.36907931070083916	0.6421980006194601	0	0	1.1457568559706326	1.1420259552904086	ZBP1;CD74;CD40;BIN2;DIABLO;HTRA2;GZMB;SLAMF6;IL16;PPIB;ITGAL;KLF4
Chromaffin Cells	9/122	0.37521079575787203	0.6464027570482151	0	0	1.1709097009604497	1.1478044781331285	NFASC;SNAPIN;MAP2;STXBP1;SERPINE1;RAPGEF2;PLAT;ERC2;CHGB
Podocytes	13/184	0.39192964418816256	0.6643930936636961	0	0	1.117700484703571	1.0469197928007938	YAP1;PHLDB1;ENPEP;CD80;PROS1;IQGAP2;CD2AP;VEGFA;KITLG;DDAH1;ANGPTL2;CCN2;MAPT
Gastric Chief Cells	8/109	0.39329016464000405	0.6643930936636961	0	0	1.1643001711378715	1.0865337766872867	ACE2;TSPAN8;ERBB3;CDH1;ERBB2;PRSS8;PPL;FGFR2
Endothelial Cells (Blood Brain Barrier)	8/113	0.43263636053577964	0.7238339108964006	0	0	1.1197053406998159	0.9381537613964634	YAP1;APP;BRSK2;DDAH1;STXBP1;APLP1;KAZN;CDC42BPB
Pancreatic Progenitor Cells	8/114	0.4424414179708068	0.7331886354944799	0	0	1.109082515524713	0.9043982452345062	YAP1;CXADR;IGSF3;DDAH1;INPP5J;VWA1;CGN;ASS1
Gamma Delta T Cells	10/146	0.454459528690557	0.7459996036995936	0	0	1.080504533829342	0.8521360271197641	SPON2;ADGRG1;CENPF;CCL5;GZMA;SH2D1A;GZMB;MKI67;PTGDS;GZMH
Airway Goblet Cells	8/118	0.481365905679442	0.7703536501144356	0	0	1.0685226375834112	0.7812263695588896	PIGR;CEACAM1;KRT19;TSPAN8;CDH1;GP2;TFF1;PRSS8
Juxtaglomerular Cells	7/103	0.4870051811068271	0.7703536501144356	0	0	1.0712654442691902	0.7707546158296016	PDGFRB;SMOC2;CPXM2;RARRES2;TIMP3;ANGPTL2;COL6A3
Reticulocytes	7/103	0.4870051811068271	0.7703536501144356	0	0	1.0712654442691902	0.7707546158296016	STIP1;IMMT;HDGF;TTF2;CEP85;CD36;EIF4G1
Trophoblast Progenitor Cells	7/103	0.4870051811068271	0.7703536501144356	0	0	1.0712654442691902	0.7707546158296016	VASP;VAMP8;IL1RN;PTPN6;IFI30;ARHGAP45;TYMP
Alpha Cells	9/136	0.5034319616137531	0.78916361550264	0	0	1.0410493711982685	0.7144791655747617	SCGN;NFASC;DDAH1;ALDH1A1;PGR;FXYD5;EDIL3;CFC1;CHGB
Urothelial Cells	7/106	0.5177004994154488	0.8042847044490009	0	0	1.0386355670267342	0.6837944401132263	VAMP8;SLC9A3R1;AP1G2;TRIM25;ANXA11;EPHA1;SSH3
Enteroendocrine Cells	9/139	0.530117351341726	0.8162868949863745	0	0	1.0168611009843238	0.6453578930519352	SCGN;NFASC;FABP5;NCAN;INSL5;CFC1;NUCB2;CHGB;VEGFA
Parietal Cells	7/111	0.5672605021026385	0.8658186611040272	0	0	0.9884357558844941	0.560380447710341	PAIP2B;CXADR;ERBB3;MTUS1;HIP1R;CGN;FGFR2
Neuroblasts	9/146	0.5902007399952561	0.8929993805145614	0	0	0.9645414605458885	0.5085955385325661	SCGN;BRSK2;IGFBPL1;PROS1;NCAN;APLP1;TACC3;ITGA6;ERC2
Peri-islet Schwann Cells	7/114	0.5958354692189265	0.8937532038283897	0	0	0.9605678233438486	0.49737309370144817	YAP1;PHLDB1;NFASC;SLITRK2;GFRA1;PTN;EDIL3
Meningeal Cells	7/115	0.6051437213029192	0.899474358546264	0	0	0.9516225610468513	0.47798982366764275	PHLDB1;TIMP3;ANGPTL2;GFRA1;PTN;PTGDS;PRKG1
Trophoblast Stem Cells	6/99	0.6099883580945928	0.899474358546264	0	0	0.9472533618038079	0.46824193115527407	YAP1;KRT19;KRT18;IGSF3;KRT8;SEMA3F
Choroid Plexus Cells	7/117	0.6234157342372048	0.9115490567838119	0	0	0.9342199598508747	0.44145786238091567	DDAH1;RARRES2;WFIKKN2;CHMP1A;VWA1;APOE;CDC42BPB
Intercalated Cells	7/118	0.632373825422534	0.9169420468626742	0	0	0.9257538295393185	0.4242494323982314	PIGR;PDZD2;OPHN1;EGF;ADGRF5;SLC4A1;UMOD
Airway Epithelial Cells	6/103	0.648495947390552	0.924904056114394	0	0	0.9079963929711682	0.39325280599828555	PIGR;ERBB3;CDH1;GSTA1;PRSS8;PPL
Trichocytes	6/103	0.648495947390552	0.924904056114394	0	0	0.9079963929711682	0.39325280599828555	FGFBP1;KRT19;KRT18;KRT8;DKK1;EPHA2
Astrocytes	9/154	0.6540884399318011	0.925295841854743	0	0	0.9109331590129106	0.3867027016058232	CD40;NFASC;NCAN;NFATC3;LCAT;APOE;PTN;VIM;PLA2G7
Enterochromaffin Cells	6/109	0.701712329149173	0.984660848967388	0	0	0.854827974018224	0.3028072061755586	ITIH5;FABP1;SCGN;NFASC;GIPC2;ANGPTL2
Granulosa Cells	6/112	0.7261867734195111	0.9991450583183757	0	0	0.8305009144029618	0.265717134450221	YAP1;DDAH1;DAG1;SERPINH1;GAPDH;EPHA2
Pluripotent Stem Cells	6/112	0.7261867734195111	0.9991450583183757	0	0	0.8305009144029618	0.265717134450221	NPM1;CENPF;RFC4;PARP1;PSIP1;TTF2
Cardiac Stem And Precursor Cells	6/113	0.7340243484601819	0.9991450583183757	0	0	0.8226950354609929	0.25438806468746866	YAP1;KITLG;DDAH1;SERPINH1;FN1;EPHA2
Satellite Glial Cells	6/114	0.7417015003799869	0.9991450583183757	0	0	0.8150337098327642	0.24353892477033345	CD163;CXCL8;CDH1;TGFA;CHI3L1;PTGDS
Adipocyte Progenitor Cells	6/115	0.7492184341417657	0.9991450583183757	0	0	0.8075129589867048	0.23314893974771908	YAP1;CEBPA;SCARA5;COL5A1;SERPINH1;TIMP3
Anterior Pituitary Gland Cells	7/133	0.7511805914128683	0.9991450583183757	0	0	0.814887837364178	0.2331468976216594	NFASC;ANGPT1;PRKG1;CFC1;NUCB2;CHGB;JAM3
Neurons	16/289	0.7555054647272399	0.9991450583183757	0	0	0.858964175882365	0.24082629486160947	CLSTN3;EPO;NCAN;PRUNE2;CXCL1;ENO2;CMIP;NRGN;DNM3;CACNB3;VSNL1;DLG4;NMT1;ERC2;DTD1;SCRG1
Dopaminergic Neurons	6/119	0.7776941557451185	0.9991450583183757	0	0	0.7787610619469026	0.19579762330140893	BRSK2;SMAD3;NCAN;APLP1;MAPT;ERC2
Distal Tubule Cells	7/137	0.7777208954476953	0.9991450583183757	0	0	0.789644503761223	0.1985068093160349	ACE2;PIGR;PDZD2;EGF;ADGRF5;UMOD;PVALB
Epsilon Cells	7/138	0.7840174879808306	0.9991450583183757	0	0	0.7835745418643292	0.19066245482617158	FABP1;PON3;ENPEP;ADH1B;KRT8;AFM;ASGR1
Cholinergic Neurons	5/102	0.7864784999351057	0.9991450583183757	0	0	0.7560678626511892	0.18159985921240235	ACHE;COL2A1;IGFBPL1;NCAN;APLP1
Oligodendrocyte Progenitor Cells	6/125	0.8157372545497332	0.9991450583183757	0	0	0.7392574050896955	0.1505593571197003	NFASC;CNP;MAP2;NCAN;APLP1;PTN
Trigeminal Neurons	7/144	0.8190155856784683	0.9991450583183757	0	0	0.7490156347141311	0.14954259322262428	NFASC;MAP2;STXBP1;NCAN;PRUNE2;FKBP1B;ERC2
Myocytes	8/163	0.8229125343545936	0.9991450583183757	0	0	0.7564732540672658	0.1474406923358647	MYLPF;FABP3;NMRK2;PXN;ANGPTL2;NID1;NID2;PRKG1
Beta Cells	7/145	0.824395163765165	0.9991450583183757	0	0	0.7435479815297399	0.14358305332547053	PFKFB2;SCGN;CD40;NFASC;CFC1;DLK1;CHGB
Epiblast Cells	5/109	0.8319930035038553	0.9991450583183757	0	0	0.7049136886735312	0.12965565409980837	CXADR;COL2A1;IGFBPL1;CDH1;FGFR2
Enteric Glia Cells	5/111	0.8434427969797075	0.9991450583183757	0	0	0.6915391472292378	0.11774366506322698	SMOC2;NFASC;ALDH1A1;APOE;PTN
Clara Cells	5/113	0.8542413679309722	0.9991450583183757	0	0	0.6786599591717702	0.10691710313181463	PIGR;CDH1;ALDH1A1;PRSS8;PPL
Oxyphil Cells	4/94	0.8574542658991131	0.9991450583183757	0	0	0.6516303872716146	0.10021256621284613	NMRK2;NT5C1A;ADIPOQ;MAPT
Radial Glia Cells	5/114	0.8594037371567416	0.9991450583183757	0	0	0.6723976016759373	0.10187930370366836	NFASC;VCAM1;MAP2;NCAN;PTN
Olfactory Epithelial Cells	11/226	0.8596707144657415	0.9991450583183757	0	0	0.7492272593464822	0.11328754699906128	SH3GLB2;NGRN;CACNB3;CLSTN2;MAP2;KIFBP;STXBP1;APLP1;AK1;DNAJB14;CMIP
Schwann Cells	6/138	0.8804719273109234	0.9991450583183757	0	0	0.6659861021563149	0.08477818883480834	PHLDB1;NFASC;CNP;TST;PTN;SEPTIN9
Glycinergic Neurons	4/100	0.8878893459253991	0.9991450583183757	0	0	0.6107067925517965	0.07261801745904253	BCAN;STXBP1;NCAN;APLP1
Retinal Ganglion Cells	7/164	0.9044847925187965	0.9991450583183757	0	0	0.6528963812815206	0.06554412892661259	CACNB3;BRSK2;DCTN1;NCAN;APLP1;RBPMS2;ERC2
Adrenergic Neurons	4/106	0.9124870582928829	0.9991450583183757	0	0	0.574597738387251	0.05262245171117244	SCGN;CDHR2;FTCD;DLK1
Delta Cells	5/131	0.9261268927128309	0.9991450583183757	0	0	0.5811461067366579	0.044599488761984	SCGN;HHEX;NFASC;CFC1;CHGB
Neural Stem/Precursor Cells	6/152	0.9276279388423261	0.9991450583183757	0	0	0.6016710385699019	0.045200268764623	BRSK2;MAP2;NCAN;APLP1;APOE;PTN
Bergmann Glia	5/132	0.9289892438729608	0.9991450583183757	0	0	0.5765391530783062	0.04246678920716033	NFASC;SLITRK2;KIFBP;NCAN;VIM
Retinal Progenitor Cells	4/112	0.9321564163097121	0.9991450583183757	0	0	0.5425008013520995	0.03811320377165387	BRSK2;NCAN;APLP1;ERC2
Purkinje Neurons	6/155	0.9352860784270648	0.9991450583183757	0	0	0.5894616592888762	0.03943665333583815	CLSTN3;DLG4;NCAN;PDE5A;PVALB;PRKG1
Ependymal Cells	5/136	0.9394741105844718	0.9991450583183757	0	0	0.5588146901484643	0.034889604733742335	RARRES2;PLXNB2;ANGPTL2;PLTP;PVALB
His Bundle Cells	3/98	0.9536713390650213	0.9991450583183757	0	0	0.4625124131082423	0.021939819864105967	PHLDB1;NFASC;FGF2
Purkinje Fiber Cells	3/102	0.9619008549655202	0.9991450583183757	0	0	0.4437297503335239	0.017236191827678635	NFASC;NCAN;PNMA2
Keratinocytes	4/127	0.9650402779122551	0.9991450583183757	0	0	0.47595837091337084	0.016937187929272325	FGF5;FGFBP1;CXCL1;ICAM1
Gamma (PP) Cells	4/128	0.9665926713121558	0.9991450583183757	0	0	0.4720946168878962	0.016040878821553556	SCGN;NFASC;MAP2;CFC1
Kidney Progenitor Cells	3/105	0.9671485856189854	0.9991450583183757	0	0	0.43060950795412506	0.01438370927331268	YAP1;CDH2;DDAH1
Pyramidal Cells	4/130	0.9695066125232434	0.9991450583183757	0	0	0.4645510971238745	0.014386210837308833	MAP2;DLG4;NCAN;NRGN
Ionocytes	3/107	0.9702595912523545	0.9991450583183757	0	0	0.4222832002902758	0.012749415368507894	PIGR;TMCO5A;CGN
Oligodendrocytes	6/178	0.9737420627336355	0.9991450583183757	0	0	0.5100060476111936	0.013570665783903077	ADAMTS4;TF;NCAN;ENPP6;PTGDS;FGFR2
Crypt Cells	3/110	0.974407955858979	0.9991450583183757	0	0	0.41037735849056606	0.010639122144594892	SMOC2;TSPAN8;FGFR2
Motor Neurons	3/111	0.9756641714893128	0.9991450583183757	0	0	0.40655573025856045	0.010016247814467121	COL2A1;IGFBPL1;APLP1
GABAergic Neurons	3/113	0.9780028625919553	0.9991450583183757	0	0	0.39912092624356776	0.008877519828396619	MAP2;NCAN;PVALB
Neuroendocrine Cells	3/123	0.9868198778947745	0.9991450583183757	0	0	0.3656643081761006	0.004851542894290323	NFASC;NCAN;NRGN
Interneurons	11/305	0.9881832022992663	0.9991450583183757	0	0	0.5455658529234478	0.00648523458295379	PDP1;DNM3;SLC16A1;MAP2;DNAJC6;NCAN;RGS10;CCN2;ERC2;PVALB;NRGN
Immature Neurons	3/136	0.9933321360765212	0.9991450583183757	0	0	0.32969215491559084	0.002205704293227841	NCAN;ERC2;ROBO1
Enteric Neurons	4/166	0.9945696053700426	0.9991450583183757	0	0	0.3606181581529077	0.0019636354057281234	NFASC;MAP2;STXBP1;NCAN
Germ Cells	6/222	0.9960869912517889	0.9991450583183757	0	0	0.4051527887225287	0.0015884762982822883	TMCO5A;DYNLT1;FABP9;SORD;ACYP1;MKI67
Ciliated Cells	1/104	0.9989577839643327	0.9991450583183757	0	0	0.14191217936016826	1.4798027609586427E-4	APPL2
Spermatocytes	1/106	0.9990867169972506	0.9991450583183757	0	0	0.1391941391941392	1.2718172670705104E-4	TMCO5A
Glutaminergic Neurons	1/107	0.9991450583183757	0.9991450583183757	0	0	0.1378735819436628	1.1792428837907257E-4	NCAN
