Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Protein Pathway Groups,"Abundance: F17: 127N, Sample, B","Abundance: F17: 127C, Sample, A","Abundance: F17: 128C, Sample, B","Abundance: F17: 129C, Sample, A","Abundance: F17: 130N, Sample, B","Abundance: F17: 130C, Sample, A","Abundance: F17: 131N, Sample, B","Abundance: F17: 132N, Sample, A","Abundance: F17: 132C, Sample, A","Abundance: F17: 133N, Sample, B","Abundance: F17: 133C, Sample, A","Abundance: F17: 134N, Sample, B","Abundances (Normalized): F17: 127N, Sample, B","Abundances (Normalized): F17: 127C, Sample, A","Abundances (Normalized): F17: 128C, Sample, B","Abundances (Normalized): F17: 129C, Sample, A","Abundances (Normalized): F17: 130N, Sample, B","Abundances (Normalized): F17: 130C, Sample, A","Abundances (Normalized): F17: 131N, Sample, B","Abundances (Normalized): F17: 132N, Sample, A","Abundances (Normalized): F17: 132C, Sample, A","Abundances (Normalized): F17: 133N, Sample, B","Abundances (Normalized): F17: 133C, Sample, A","Abundances (Normalized): F17: 134N, Sample, B"
0,High,Master Protein,Q96P48,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ARAP1 PE=1 SV=3",0,0,22.295,6,7,8,7,1450,162.1,6.23,87,7,0,117648.679452237,121191.541509933,108711.909199862,104213.956334807,114821.554516785,89954.5333577349,99618.4464425485,103650.985526843,88373.2265373498,102308.718873056,97701.3477942625,103492.256373499,125013.456510358,121191.541509933,114634.976262173,133329.97908448,124217.313075593,138541.426961945,133371.396572455,114117.93166787,126907.171998559,127755.875856271,130217.325180654,132803.67330228
0,High,Master Protein,O75874,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2,0,0,22.289,21,8,10,8,414,46.6,7.01,64,8,0,171970.001411464,177246.390416458,160289.163661818,126534.370677399,156867.030280503,107546.938369923,124314.220506738,185268.896138329,100494.730854684,140890.034691433,112259.026449623,127606.531502072,182735.27924524,177246.390416458,169022.369367783,161886.42662874,169703.337440388,165635.969094562,166434.649353438,203977.831201808,144314.093682369,175933.488168864,149619.943651511,163747.672673004
0,High,Master Protein,Q8NBS9,Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,0,0,22.249,20,7,12,6,432,47.6,5.97,58,7,0,125427.174057093,133723.77034145,134336.497023698,103025.968811132,114597.458805901,97552.6217128401,104767.05671293,107433.826289004,101486.691030441,100892.961470542,112495.313210317,113366.770671387,133278.882875768,133723.77034145,141655.695873608,131810.083311832,123974.879786871,150243.449790666,140264.470763931,118282.773530323,145738.584623495,125987.97836962,149934.868989266,145474.879987568
0,High,Master Protein,Q86YW5,Trem-like transcript 1 protein OS=Homo sapiens OX=9606 GN=TREML1 PE=1 SV=2,0,0,22.153,23,5,10,5,311,32.7,6.05,108,5,0,128534.210601576,116967.231769822,120727.055672135,92923.9633460386,142913.128490762,68381.5995585931,74526.8402017085,89481.1647482761,106139.635801697,80313.5967340911,83922.4393824062,89294.7891418945,136580.419108374,116967.231769822,127304.756792871,118885.709027019,154607.598713136,105316.36402484,99778.1948503532,98517.2055277823,152420.382782533,100289.926478919,111852.659412896,114585.152748035
0,High,Master Protein,P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRH PE=1 SV=2",0,0,22.146,36,5,11,5,91,10.7,4.44,47,5,0,346607.480681756,370239.217270571,369772.275268395,320982.278282557,333015.739250377,309332.772646508,336042.682378128,354317.086136358,290442.070747852,306960.967721096,312398.185850426,330809.538553356,368305.019776824,370239.217270571,389918.973089434,410660.548309,360266.158350236,476411.828608048,449901.433491763,390096.947163096,417085.391947721,383311.097205277,416367.399950242,424502.503112568
0,High,Master Protein,Q14152,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,0,0,22.126,7,8,11,8,1382,166.5,6.79,51,8,0,114482.74457249,123550.980564938,104897.847603075,103276.263707747,95455.4320373146,118370.421312452,112358.268281982,107240.75815998,89651.9455164822,105392.039516094,105218.763977638,112905.442852044,121649.334921857,123550.980564938,110613.109073673,132130.307344238,103266.475846326,182305.509979099,150427.75401916,118070.208879411,128743.459025535,131606.108110531,140236.612015164,144882.893387293
0,High,Master Protein,P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRFS1 PE=1 SV=2",0,0,22.012,27,5,11,5,274,29.6,8.32,202,5,0,334063.411331697,354402.858382027,343908.46806519,280239.141651385,324338.854884182,271133.702144298,314451.331607033,351723.8757998,257304.550426284,305257.512305225,292945.117402184,297756.171108175,354975.69491353,354402.858382027,362646.000453677,358534.30969449,350879.251280634,417580.399679946,420994.451812548,387241.867701153,369498.705845708,381183.942833353,390440.157419049,382087.652325199
0,High,Master Protein,P04839,Cytochrome b-245 heavy chain OS=Homo sapiens OX=9606 GN=CYBB PE=1 SV=2,0,0,21.905,9,5,9,5,570,65.3,8.63,163,5,0,216568.619981042,232408.220312036,214921.623003076,208442.848326034,167661.319299647,222283.444954065,239690.823016513,225013.543134155,177662.388852345,220518.896813041,239555.736363317,252004.547869336,230125.759860312,232408.220312036,226631.427343348,266679.066653353,181380.914739896,342344.788021794,320903.416514831,247735.99603719,255129.661133628,275368.366601923,319282.260942822,323378.104011441
0,High,Master Protein,P49407,Beta-arrestin-1 OS=Homo sapiens OX=9606 GN=ARRB1 PE=1 SV=2,0,0,21.827,21,6,9,6,418,47,6.2,56,6,0,146983.39795108,142919.404594158,137235.541029115,98416.0733041538,126719.327405534,78436.6425269665,92431.9353425629,112734.337567793,88159.9632822137,107783.717015403,94387.2880902826,109263.335274965,156184.520838263,142919.404594158,144712.691589993,125912.243011513,137088.671472052,120802.409574787,123749.935325905,124118.544226019,126600.918196803,134592.66543483,125800.313543824,140209.256134159
0,High,Master Protein,Q3LXA3,Triokinase/FMN cyclase OS=Homo sapiens OX=9606 GN=TKFC PE=1 SV=2,0,0,21.807,19,5,11,5,575,58.9,7.49,39,5,0,100175.743833372,112838.760574813,90914.158491729,77638.591604625,91402.0272014477,77931.0409767324,75045.0576271389,99755.0306393735,78587.2757567071,89189.7735305382,78054.0765730485,84960.1975886957,106446.719618219,112838.760574813,95867.5316927281,99329.8034049951,98881.3840433281,120023.718855943,100471.995890482,109828.553121496,112854.190257946,111373.866864218,104031.247267862,109022.90393154
0,High,Master Protein,O15173,Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,0,0,21.53,15,4,8,4,223,23.8,4.88,105,4,0,144134.359004535,158633.588905177,139086.109452975,124198.770278817,144656.306589712,95959.4309872555,117477.200570535,154075.350423771,103833.932782579,122790.696182942,112093.883078686,114245.361584331,153157.132786832,158633.588905177,146664.086509852,158898.289883483,156493.419721003,147789.733359642,157281.094667047,169634.280098664,149109.309269774,153332.317232099,149399.838929107,146602.308305952
0,High,Master Protein,Q02218,"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3",0,0,21.477,8,5,8,5,1023,115.9,6.86,126,5,0,116787.342312473,122213.049365851,120733.267416576,92683.2148714749,97051.8658793387,95791.4265853012,101817.856930065,113207.277962113,81234.5950602169,101265.894577918,94424.2373968587,106730.11343833,124098.199887301,122213.049365851,127311.306978419,118577.698562709,104993.544628783,147530.98520417,136316.016357561,124639.243371597,116655.837197289,126453.670798315,125849.559946031,136958.566884709
0,High,Master Protein,O15144,Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1,0,0,21.371,21,7,7,7,300,34.3,7.36,49,7,0,365859.768792186,365608.553999098,359377.027874421,271617.97874948,314928.230184175,209411.067074165,252813.504774598,315423.850188201,222463.651767933,254590.173225393,221712.969125093,275055.556398048,388762.496168603,365608.553999098,378957.350328704,347504.506107512,340698.562476017,322519.68823741,338472.355354498,347276.171077713,319465.906412374,317914.161403656,295501.243832647,352957.694921965
0,High,Master Protein,O95870,Phosphatidylserine lipase ABHD16A OS=Homo sapiens OX=9606 GN=ABHD16A PE=1 SV=3,0,0,21.331,13,6,9,6,558,63.2,8.13,92,6,0,126284.247828982,128600.17431558,118498.957876242,102686.538786949,101976.1993348,73988.1970922732,96751.2446927472,105646.670944033,85343.475925985,102722.847572167,71917.5255673152,83715.6424925688,134189.609245219,128600.17431558,124955.263164971,131375.820957569,110320.832463371,113951.237596229,129532.72296047,116315.146589772,122556.33977239,128273.010419727,95852.3912352522,107425.861851443
0,High,Master Protein,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a OS=Homo sapiens OX=9606 GN=FCGR2A PE=1 SV=4,0,0,21.198,16,2,5,2,317,35,6.68,121,2,0,45328.6738348128,43470.0771215199,46133.1937913084,39102.1673448751,38195.4801719966,36289.4415524385,38682.1507649413,50350.5902737799,30777.2059795739,41890.2097960698,32807.0229198488,31209.7820279813,48166.2371520382,43470.0771215199,48646.7178627339,50026.8038716494,41320.9866262868,55890.3573690166,51788.5256614779,55435.1238542935,44197.1887405752,52309.524557142,43725.5254733958,40049.1190502321
0,High,Master Protein,Q15907,Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4,0,0,21.156,32,4,9,1,218,24.5,5.94,86,4,0,5027.03816242662,7653.15984484836,6744.70496052223,6172.95817617192,5233.15817819809,10305.7013619139,6206.4012642126,5972.42422412113,7284.61377993175,6369.13269448248,8832.21275771491,6617.39570507814,5341.72945774173,7653.15984484836,7112.18392479308,7897.60233144012,5661.38344434546,15872.0913691499,8309.26835196599,6575.53515806445,10460.9707049924,7953.32142549892,11771.6607467684,8491.59626163243
0,High,Master Protein,Q9H4X1,Regulator of cell cycle RGCC OS=Homo sapiens OX=9606 GN=RGCC PE=1 SV=1,0,0,21.08,45,3,6,3,137,14.6,4.75,172,3,0,73765.8067711716,96612.090994192,82536.7685516601,65513.1468878907,65267.5839882933,58853.2830382284,56050.4318408202,77783.8232329831,61962.0158550293,97103.1102707847,66848.8586042555,80503.4517669971,78383.5272922307,96612.090994192,87033.7074688041,83816.6672826287,70608.3796555487,90641.5442241888,75041.567501363,85638.6360385202,88979.7115212068,121255.480839369,89096.8216442261,103303.903913219
0,High,Master Protein,Q99685,Monoglyceride lipase OS=Homo sapiens OX=9606 GN=MGLL PE=1 SV=2,0,0,21.019,25,5,6,5,303,33.2,6.99,89,5,0,54945.153656629,57861.8920913486,56818.3776541995,56164.059463175,48818.4330261144,43073.4727483886,48800.1380185915,50144.2280168725,49818.1358127683,48052.4576828613,46533.4916022217,51759.2260952636,58384.7061360051,57861.8920913486,59914.0740106934,71855.5665372387,52813.2074555591,66338.6285940317,65334.7125245695,55207.922599883,71540.6574814436,60004.5029000663,62020.2990496881,66418.6441923437
0,High,Master Protein,Q96F07,Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens OX=9606 GN=CYFIP2 PE=1 SV=2,0,0,20.96,2,3,5,1,1278,148.3,7.31,84,3,0,17469.9049956307,28551.9062784291,9707.44618593751,10414.8714140625,6162.44828767082,6113.0497086914,5030.5794,67127.1876777167,8732.92815527342,9729.20431054684,8499.34680678461,8009.75341933591,18563.51655267,28551.9062784291,10236.3473448471,13324.6509070562,6666.71664116742,9414.87436062148,6735.05183132487,73905.8657042687,12540.8028978544,12149.1406770598,11328.0137065542,10278.3021030518
0,High,Master Protein,P20073,Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,0,0,20.87,6,3,5,3,488,52.7,5.68,140,3,0,74240.0696747997,84335.9352576508,78409.665681447,73054.760316768,77188.7386101577,49354.244703698,61014.7441535169,67881.9162897925,62910.3351296977,68222.4689518043,51458.8608183463,60967.4926072267,78887.4789315796,84335.9352576508,82681.7432448235,93465.3093273181,83505.0330941696,76011.8165550062,81687.8994791261,74736.8087748326,90341.5325388997,85191.3831980398,68584.8799826089,78234.9062044667
0,High,Master Protein,Q99798,"Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2",0,0,20.824,10,6,9,6,780,85.4,7.61,93,6,0,202594.973873043,232484.284179255,202902.06737896,183632.203603856,200967.767815961,182229.083546799,184765.445721635,198011.146098047,179141.397381584,196151.599409326,186505.075015181,200590.937111191,215277.367101915,232484.284179255,213956.997432277,234936.650779102,217412.804050212,280655.975037306,247368.097116816,218006.826708287,257253.571249416,244940.21290835,248575.813429264,257402.961467697
0,High,Master Protein,P04217,Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4,0,0,20.798,11,3,8,3,495,54.2,5.86,162,3,0,160657.397826586,171415.776922973,161400.88587601,139572.640986995,172544.420190064,131949.736174334,175682.624454279,199078.546068895,125728.309262401,174288.031331153,165088.409503195,169983.341017456,170714.509587122,171415.776922973,170194.662730783,178567.419931511,186663.595980691,203219.382664638,235207.813549817,219182.015504768,180550.431322183,217638.538916753,220031.469259803,218126.58143081
0,High,Master Protein,P54920,Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3,0,0,20.784,17,3,9,3,295,33.2,5.36,209,3,0,151730.211156213,146946.624427917,129675.080228479,99605.5956110593,117095.598568651,80013.870509914,84365.4223951143,123475.951915055,89279.3693255143,101948.650874843,76115.9409269546,93848.6236839927,161228.483328497,146946.624427917,136740.306128354,127434.102365847,126677.440384679,123231.541351091,112950.307990907,135944.874731734,128208.426045499,127306.248463941,101448.080859523,120428.739273184
0,High,Master Protein,P23368,"NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1",0,0,20.697,23,8,9,8,584,65.4,7.61,63,8,0,176804.68667707,190087.475806781,170154.091621254,159217.734305197,162800.577527928,149181.725182665,156964.823224763,175062.261708306,140033.60184741,165717.208319582,185203.112340771,174755.146296972,187872.614564319,190087.475806781,179424.778733798,203701.096584315,176122.422247104,229758.838292878,210148.00404771,192740.504276995,201093.352495354,206935.90269265,246840.544666096,224249.873081887
0,High,Master Protein,P16157,Ankyrin-1 OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=3,0,0,20.619,6,7,8,7,1881,206.1,6.01,62,7,0,95729.5873170025,98999.3484148354,94649.6526224465,83565.3202831578,109987.244172181,74207.599891837,95226.0285260462,77175.839096259,83187.5572460259,93061.8757494867,79843.6004719478,104304.770280175,101722.234848094,98999.3484148354,99806.5507399883,106912.382922555,118987.414873053,114289.145823824,127490.729559729,84969.2560821486,119460.362026044,116209.073636776,106416.342465855,133846.310067551
0,High,Master Protein,Q15067,Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens OX=9606 GN=ACOX1 PE=1 SV=3,0,0,20.568,8,4,6,4,660,74.4,8.16,80,4,0,41634.7578700193,42319.6177801213,38905.4289004945,30581.2501008545,37484.4237395803,30745.04306669,30831.3533792907,33950.6685647174,31966.2051376465,31821.66310979,28588.4643112847,34639.9989512009,44241.0829984371,42319.6177801213,41025.1549375189,39125.2532743768,40551.7449986884,47351.2782454941,41277.7031288714,37379.0953906903,45904.6348367737,39736.6371759454,38102.9887272108,44450.8532822423
0,High,Master Protein,P51153,Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1,0,0,20.563,24,5,9,2,203,22.8,9.19,111,5,0,28441.7558060306,27910.4152851566,25345.6539172204,18818.9119416501,22982.9838510134,15314.3121728758,19709.7257365725,23078.5219499995,17139.8593193113,22030.522662231,19866.9112294186,21013.822564453,30222.2024003161,27910.4152851566,26726.5882508619,24076.6709548176,24863.663555568,23585.9893012103,26387.8201419529,25409.0511296048,24613.4622429751,27510.1550413998,26478.8162937535,26965.4264432128
0,High,Master Protein,P06748,Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2,0,0,20.534,9,2,6,2,294,32.6,4.78,206,2,0,28319.5182236221,27918.9589239257,31092.2699484374,26630.6425455495,27040.3701596398,28847.4364208128,28901.1258164062,30672.0007201866,18374.1554229492,25294.9561508793,22890.1639026565,27472.2201622559,30092.3127767054,27918.9589239257,32786.3033011724,34070.897396863,29253.0626321464,44428.7225640945,38693.4714432968,33769.3391385713,26385.9564027908,31586.5481788633,30508.2374362673,35252.9926311548
0,High,Master Protein,P09496,Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1,0,0,20.493,26,6,14,6,248,27.1,4.51,67,6,0,413134.219152078,471221.49541254,411593.648876523,357834.706673658,395063.123157491,304355.471587267,309294.836144049,373840.63933558,344877.477821141,347808.293452669,283748.878565699,292997.45702417,438996.314955467,471221.49541254,434018.945264565,457809.065450141,427390.831454927,468746.151677413,414090.820749456,411592.039550094,495256.619127502,434318.342068723,378183.319104686,375981.159601045
0,High,Master Protein,P19086,Guanine nucleotide-binding protein G(z) subunit alpha OS=Homo sapiens OX=9606 GN=GNAZ PE=1 SV=3,0,0,20.474,14,5,6,4,355,40.9,7.61,124,5,0,82382.8580491973,75383.4254241969,77299.3368549314,60142.5651286383,70134.3478244406,39331.9650680933,44146.5566211913,68211.7406412854,43733.1035464831,50797.1084094128,36364.9319843257,47266.2752630128,87540.0037627578,75383.4254241969,81510.9191869292,76945.6148937133,75873.3869936205,60576.2307062479,59104.394022335,75099.9396472961,62802.3295206798,63431.8281696284,48467.5419559912,60653.1850614106
0,High,Master Protein,O00139,Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3,0,0,20.47,9,4,6,4,706,79.9,6.68,66,4,0,65448.0386470028,68109.5004793962,65257.6122386721,50463.5038778327,50944.7068233012,46315.4474651217,53496.2678115248,56774.0188962899,47650.7096645511,60627.9216670173,50549.7111369878,51414.1512005859,69545.0690239748,68109.5004793962,68813.1124268373,64562.3499308008,55113.4725848818,71331.682158598,71621.9957671388,62507.2070080731,68428.1545915584,75707.8508971055,67373.1562718506,65975.8360520688
0,High,Master Protein,Q5JWF2,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=2,0,0,20.427,3,3,8,1,1037,111,5.03,84,3,0,15764.6420991222,16289.1451867688,11959.3857990234,8407.63183959967,10921.0134829841,9159.5820111695,11929.76296875,12978.5415439454,7318.19222094731,11297.0151760255,8904.98470898444,11140.9131796875,16751.5046376706,16289.1451867688,12610.9817891318,10756.6147255982,11814.6715277253,14106.9217396287,15971.832574584,14289.1484295343,10509.19056927,14106.9117497748,11868.6519250523,14296.2792198156
0,High,Master Protein,Q01433,AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2,0,0,20.42,9,8,10,8,879,100.6,6.93,100,8,0,133839.707053646,135145.529841149,127597.647542906,103893.189815738,116220.281765086,81511.6724675527,101233.825912688,114994.268446379,100608.038745262,108180.652543394,93852.5147951645,91936.3593360351,142218.038273032,135145.529841149,134549.686458902,132919.5945757,125730.497087435,125538.346942449,135534.102613562,126606.688803379,144476.807940089,135088.33038495,125087.562393093,117974.877132839
0,High,Master Protein,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2 PE=1 SV=3,0,0,20.248,7,4,7,4,631,69.2,5.69,65,4,0,54339.0064288681,59986.7140213432,56089.7855702651,59447.5575358879,54716.7394284382,67291.1027854234,58852.9567771742,60120.2490466549,57343.679710839,58435.8367617273,68960.7269548816,64880.1416420591,57740.6142477717,59986.7140213432,59145.7852660529,76056.4312271105,59194.167686211,103636.860242062,78793.6503538718,66191.348183416,82347.6126111347,72970.5306558647,91911.5407239598,83255.7085560271
0,High,Master Protein,Q96AP7,Endothelial cell-selective adhesion molecule OS=Homo sapiens OX=9606 GN=ESAM PE=1 SV=1,0,0,20.22,24,6,10,6,390,41.2,9.32,59,6,0,188499.795816943,223015.022218032,184184.124173513,145776.451469289,185809.445141732,137141.056769587,147274.5919097,207287.538420586,141691.709483756,167577.23710463,143559.063990866,154728.272660156,200299.834526741,223015.022218032,194219.224534845,186504.494301771,201014.087613653,211214.676912045,197174.506369793,228219.973257806,203474.455452015,209258.574789117,191336.944068511,198550.922484741
0,High,Master Protein,P56385,"ATP synthase subunit e, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5ME PE=1 SV=2",0,0,20.182,19,2,9,2,69,7.9,9.35,128,2,0,590144.506664705,624670.137864561,614090.014383388,462140.921441397,530041.45443095,327512.215070069,444477.324028803,618205.233239949,356020.619195042,491366.087146294,363036.438068938,436959.773770698,627087.40091474,624670.137864561,647548.136536326,591257.0787727,573414.334661944,504410.483047358,595076.148720079,680633.205801269,511258.575991036,613583.138572329,483858.564653552,560716.956761043
0,High,Master Protein,Q9UBQ7,Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1,0,0,20.164,18,3,4,3,328,35.6,7.39,111,3,0,48349.6114747573,56885.7109492896,59934.8615346663,53909.7576251964,53666.6416196022,36994.0322909185,43296.8577180173,62514.9012296257,45401.9989677254,55367.4402928723,40216.782764942,41896.4865061102,51376.2847108382,56885.7109492896,63200.3566110841,68971.4421120785,58058.141189887,56975.5167566485,57966.7981911477,68827.8185729215,65198.9241293614,69138.9346524071,53601.3268726854,53762.5470874902
0,High,Master Protein,Q16539,Mitogen-activated protein kinase 14 OS=Homo sapiens OX=9606 GN=MAPK14 PE=1 SV=3,0,0,20.103,28,7,10,6,360,41.3,5.78,84,7,0,238391.16131417,271395.064215143,202292.239175049,173947.440007396,197381.907871032,151725.633936284,183063.456781712,246261.828773376,165669.563722545,207191.133356179,178352.47451279,185327.728454956,253314.386665103,271395.064215143,213313.943306985,222546.090309391,213533.515973169,233676.781454072,245089.436387056,271129.988832444,237907.527449815,258725.600350991,237709.946635661,237816.856700479
0,High,Master Protein,Q6XQN6,Nicotinate phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAPRT PE=1 SV=2,0,0,20.035,13,5,8,5,538,57.5,5.68,89,5,0,164696.196223475,182883.177265114,148387.618204322,136553.35162755,145014.570011243,111459.911887878,107861.268435161,94948.7864748798,139000.763610026,103768.030362307,111381.021577657,116871.16381951,175006.135724316,182883.177265114,156472.379297284,174704.580429944,156880.999559851,171662.446189227,144407.070387013,104536.961919011,199610.159168888,129578.160599058,148449.730051553,149971.798878644
0,High,Master Protein,B0I1T2,Unconventional myosin-Ig OS=Homo sapiens OX=9606 GN=MYO1G PE=1 SV=2,0,0,19.965,8,6,6,6,1018,116.4,8.73,72,6,0,88007.4480812795,98645.3653808058,90238.4550000496,74671.7073151632,78464.7760504383,92347.8478320041,102826.891710372,84891.694041505,69497.269376294,77774.8990500725,97142.0960055162,98215.217119336,93516.6916834222,98645.3653808058,95155.0131260038,95534.0102677578,84885.4876863632,142227.435771699,137666.934612618,93464.278130663,99800.6100234441,97119.7807696515,129471.948850878,126032.053650043
0,High,Master Protein,Q6IAA8,Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2,0,0,19.948,25,4,8,4,161,17.7,5.15,85,4,0,117155.469905521,136750.581688841,118370.355481971,116719.41961945,114208.807922327,101129.104540504,113049.663215438,128552.871511054,106351.292374659,126127.896907501,116846.663707355,117925.257333931,124489.37217294,136750.581688841,124819.653989095,149329.306015573,123554.425903581,155751.688408046,151353.408967126,141534.474874894,152724.32933017,157499.576935577,155734.392081218,151324.436222003
0,High,Master Protein,Q16543,Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1,0,0,19.7,16,3,4,3,378,44.4,5.25,101,3,0,90647.8280291647,101261.34749818,84147.1637781018,67329.8108162115,84272.336071137,53937.3094377362,68724.8077940934,97273.0376620073,60123.184791431,75720.7732126491,52875.8450375976,62779.0988040156,96322.3587365723,101261.34749818,88731.8435784043,86140.8834633136,91168.2758295161,83070.31938318,92010.3045369006,107095.922036982,86339.0831407806,94554.7340329736,70473.4506013342,80559.6014613028
0,High,Master Protein,P59665,Neutrophil defensin 1 OS=Homo sapiens OX=9606 GN=DEFA1 PE=1 SV=1,0,0,19.699,59,3,10,3,94,10.2,6.99,164,3,0,164658.521483452,62460.7398099602,198011.634593135,73487.8793156009,156278.02367301,90201.8232018421,229230.253194864,127891.99216604,61551.8668698146,192788.727219578,69840.6327238975,172916.936165113,174966.102555263,62460.7398099602,208800.113973592,94019.436136111,169066.13288002,138922.284786415,306898.572473607,140806.858214506,88390.7226401719,240740.896498895,93084.2878583551,221891.039036069
0,High,Master Protein,P14927,Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=2,0,0,19.47,44,4,6,4,111,13.5,8.78,69,4,0,298587.898366696,311433.122882339,314843.865216898,229384.083474237,291166.306367973,199045.150525706,230116.004312041,357343.052967377,181698.549947526,264907.779084447,245285.409828434,258857.162987152,317279.423966151,311433.122882339,331997.839804983,293471.010290373,314992.218903355,306554.857819351,308084.435812498,393428.483996018,260925.735469598,330798.056224964,326918.82655456,332171.539300825
0,High,Master Protein,P45974,Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,0,0,19.435,12,5,7,5,858,95.7,5.03,87,5,0,57926.2846827407,62386.5157491284,59861.4170228355,49065.7224226323,61812.5213106807,40486.5751390871,47644.2719365955,61980.4661355508,44993.4039592958,51698.777971384,40962.5453462137,50133.0765665203,61552.4551971903,62386.5157491284,63122.9105434704,62774.0465332424,66870.5918845421,62354.4771252913,63787.2132499704,68239.4148328455,64612.1668155881,64557.7692027234,54595.2866362447,64331.9312504932
0,High,Master Protein,O14791,Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5,0,0,19.227,6,2,11,2,398,43.9,5.81,117,2,0,58016.5066835445,41578.8370992087,51253.1026194293,42478.5419415622,48747.325612573,45363.6434802241,56423.4707449579,44951.1979673262,42678.2256245355,57183.7118305658,65504.4247438234,58410.7989526757,61648.3250720267,41578.8370992087,54045.5801520265,54346.4935772336,52736.2813776372,69865.7829166846,75541.0003011848,49490.486867544,61287.4864044617,71406.9658001606,87304.9468631696,74954.0973717013
0,High,Master Protein,P61163,Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1,0,0,19.112,18,5,7,5,376,42.6,6.64,76,5,0,213029.46594475,238367.971926299,179152.590500683,162845.314688306,203075.270773895,163780.470865431,165244.25567598,214261.519779966,156888.726548675,176214.033847378,179850.335124831,184474.69233252,226365.05569211,238367.971926299,188913.552438821,208342.175702868,219692.762337095,252242.76415242,221232.692760286,235898.205395952,225297.925456334,220043.594332089,239706.310112695,236722.220884344
0,High,Master Protein,Q9H2U2,"Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2",0,0,19.108,13,2,6,2,334,37.9,7.39,171,2,0,48428.0558018807,49732.9478348211,42546.4159376954,41013.3627404106,44406.6373383749,35570.0485866116,43499.665397461,45637.2209170473,40446.800151312,40744.1336349606,48487.9428676754,51137.9882958485,51459.6396326527,49732.9478348211,44864.5177603451,52471.9623808844,48040.3979558464,54782.400667872,58238.3216329293,50245.7861992478,58083.0781529121,50878.385888089,64625.2110773016,65621.457381972
