Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Protein Pathway Groups,# Razor Peptides,"Abundance: F16: 127N, Sample, 5B+","Abundance: F16: 127C, Sample, 5A+","Abundance: F16: 128C, Sample, 2B+","Abundance: F16: 129C, Sample, 2A+","Abundance: F16: 130N, Sample, 4B+","Abundance: F16: 130C, Sample, 1A+","Abundance: F16: 131N, Sample, 1B+","Abundance: F16: 132N, Sample, 6B+","Abundance: F16: 132C, Sample, 4A+","Abundance: F16: 133N, Sample, 6B+","Abundance: F16: 133C, Sample, 3A+","Abundance: F16: 134N, Sample, 3B+","Abundances (Normalized): F16: 127N, Sample, n/a, n/a","Abundances (Normalized): F16: 127C, Sample, n/a, n/a","Abundances (Normalized): F16: 128C, Sample, n/a, n/a","Abundances (Normalized): F16: 129C, Sample, n/a, n/a","Abundances (Normalized): F16: 130N, Sample, n/a, n/a","Abundances (Normalized): F16: 130C, Sample, n/a, n/a","Abundances (Normalized): F16: 131N, Sample, n/a, n/a","Abundances (Normalized): F16: 132N, Sample, n/a, n/a","Abundances (Normalized): F16: 132C, Sample, n/a, n/a","Abundances (Normalized): F16: 133N, Sample, n/a, n/a","Abundances (Normalized): F16: 133C, Sample, n/a, n/a","Abundances (Normalized): F16: 134N, Sample, n/a, n/a",# Protein Groups,Modifications
0,High,Master Protein,P27824,Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2,0,0,19.714,13,6,7,6,592,67.5,4.6,81,6,0,0,2026002.4570856,2308389.64391858,2119207.58367914,2111228.68539259,2169874.76540558,1817566.8152168,2204960.60851082,2353028.61386835,1848468.95395078,2160416.36582579,1805977.49025923,1903553.69103282,2116117.38034054,2308389.64391858,2204537.37001617,2370706.43579989,2333677.60476222,2184063.8170576,2597685.93158197,2650837.07704168,2172836.8072911,2476032.30417147,2067501.67692879,2177280.57793604,1,
0,High,Master Protein,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3,0,0,19.306,14,4,4,4,355,40.4,5.54,97,4,0,0,651403.398641671,655510.690104091,604799.077365785,525443.280456452,575420.697070329,480808.909930087,574380.671493766,628771.146912313,478584.18812394,617280.778692197,566131.773758216,611112.107151564,680377.286146745,655510.690104091,629151.281673614,590022.187195833,618858.938533577,577759.966954474,676683.557952387,708350.871462218,562565.758608307,707459.530932497,648113.499709108,698988.701033562,1,
0,High,Master Protein,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2,0,0,19.304,21,5,7,3,334,36.6,6.05,124,5,0,0,1835519.63607238,2439693.82056199,1948992.06459376,2497088.39633381,2021950.78325629,2009519.3073476,1811996.33283441,1961172.51432885,2558516.40585239,2103009.67418441,1851174.57594612,1888149.432675,1917162.04008779,2439693.82056199,2027468.13165069,2803989.72072937,2174586.9098278,2414721.90849448,2134730.82635298,2209386.14380524,3007482.81804372,2410239.0500432,2119243.76726709,2159661.22067915,1,
0,High,Master Protein,P22314,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,0,0,19.195,5,4,5,4,1058,117.8,5.76,92,4,0,0,586057.682881517,598350.986178531,577439.527282499,549888.192910549,522076.560165401,589630.612264754,566944.23154519,527522.94421559,560010.355040039,523675.533790801,540323.312641412,556799.618564062,612125.046685116,598350.986178531,600690.10068788,617471.469065891,561487.877481982,708524.646739524,667922.614395886,594288.302010046,658280.524157267,600179.464977643,618567.70695934,636866.194535318,1,
0,High,Master Protein,P50148,Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens OX=9606 GN=GNAQ PE=1 SV=4,0,0,19.194,6,1,3,1,359,42.1,5.68,81,1,0,0,325335.410258218,329503.161680877,320500.84730037,270820.300610442,293280.110442301,225032.239652341,241542.236628507,252650.617415618,247269.130446676,236394.780503317,210311.988717009,234186.780042187,339806.061774459,329503.161680877,333405.797731653,304105.109050774,315419.689916279,270408.090740525,284563.301290213,284627.063281545,290659.719652347,270929.771835906,240767.336080269,267862.330438698,1,
0,High,Master Protein,P48735,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2",0,0,18.19,14,5,5,5,452,50.9,8.69,74,5,0,0,1783887.18833312,1972305.68721922,1700472.80632485,1499425.81783242,1779961.78927012,1495794.07352461,1468657.75009221,1715901.93989414,1476717.5193029,1555627.39312148,1567455.19673249,1671843.59909531,1863233.02353184,1972305.68721922,1768942.25799779,1683710.75143801,1914330.27895311,1797408.31885985,1730240.24147987,1933073.17047936,1735850.72827703,1782889.51127741,1794438.8926409,1912251.07797296,1,
0,High,Master Protein,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,0,0,18.063,8,6,7,6,806,89.3,5.26,51,6,0,0,1723801.32601383,1851476.37733001,1686431.23012946,1586237.12151065,1607307.02573536,1528903.82459589,1449777.90610585,1460176.35577345,1655694.99198983,1538037.59917208,1413801.4072355,1508070.11169375,1800474.5914668,1851476.37733001,1754335.29844598,1781191.48280269,1728641.88741993,1837194.37167571,1707997.71028701,1644981.96073379,1946235.02469647,1762730.01853731,1618534.44800361,1724927.31874303,1,
0,High,Master Protein,B9A064,Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens OX=9606 GN=IGLL5 PE=2 SV=2,0,0,17.889,20,4,6,4,214,23,8.84,73,4,0,0,829700.209178085,849933.493211792,854410.519118902,876679.046705861,918899.48801022,1227113.42119088,1398919.05244877,1193735.32278516,935396.204634374,1081570.99871133,1459439.98056172,1224337.68213281,866604.592197563,849933.493211792,888813.315523563,984426.117614078,988266.784049216,1474550.48156185,1648080.39106986,1344819.11319004,1099538.78234521,1239578.06209296,1670781.95794963,1400394.78198099,1,
0,High,Master Protein Candidate,P0DOY2,Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1,0,0,17.889,41,4,6,4,106,11.3,7.24,73,4,0,0,829700.209178085,849933.493211792,854410.519118902,876679.046705861,918899.48801022,1227113.42119088,1398919.05244877,1193735.32278516,935396.204634374,1081570.99871133,1459439.98056172,1224337.68213281,866604.592197563,849933.493211792,888813.315523563,984426.117614078,988266.784049216,1474550.48156185,1648080.39106986,1344819.11319004,1099538.78234521,1239578.06209296,1670781.95794963,1400394.78198099,1,
0,High,Master Protein Candidate,P0DOY3,Immunoglobulin lambda constant 3 OS=Homo sapiens OX=9606 GN=IGLC3 PE=1 SV=1,0,0,17.889,41,4,6,4,106,11.3,7.24,73,4,0,0,829700.209178085,849933.493211792,854410.519118902,876679.046705861,918899.48801022,1227113.42119088,1398919.05244877,1193735.32278516,935396.204634374,1081570.99871133,1459439.98056172,1224337.68213281,866604.592197563,849933.493211792,888813.315523563,984426.117614078,988266.784049216,1474550.48156185,1648080.39106986,1344819.11319004,1099538.78234521,1239578.06209296,1670781.95794963,1400394.78198099,1,
0,High,Master Protein Candidate,P0CG04,Immunoglobulin lambda constant 1 OS=Homo sapiens OX=9606 GN=IGLC1 PE=1 SV=1,0,0,17.889,41,4,6,4,106,11.3,7.87,73,4,0,0,829700.209178085,849933.493211792,854410.519118902,876679.046705861,918899.48801022,1227113.42119088,1398919.05244877,1193735.32278516,935396.204634374,1081570.99871133,1459439.98056172,1224337.68213281,866604.592197563,849933.493211792,888813.315523563,984426.117614078,988266.784049216,1474550.48156185,1648080.39106986,1344819.11319004,1099538.78234521,1239578.06209296,1670781.95794963,1400394.78198099,1,
0,High,Master Protein,Q70J99,Protein unc-13 homolog D OS=Homo sapiens OX=9606 GN=UNC13D PE=1 SV=1,0,0,17.75,5,4,5,4,1090,123.2,6.65,113,4,0,0,1092656.64459304,1127982.82309317,1038737.97059047,1058809.96623573,966765.777111635,1098388.86640523,1025785.08840097,967170.240113075,1048164.95547069,1097433.49693182,1025974.83232792,1111628.50149402,1141257.11362364,1127982.82309317,1080562.70252012,1188941.59529542,1039746.47710798,1319869.70717686,1208487.57237682,1089579.07149636,1232096.10336793,1257757.91790228,1174546.58087694,1271478.26593212,1,
0,High,Master Protein Rejected,P08238,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4,0,0,17.47,10,4,4,0,724,83.2,5.03,70,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,High,None,P35442,Thrombospondin-2 OS=Homo sapiens OX=9606 GN=THBS2 PE=1 SV=2,0,0,17.464,2,2,5,2,1172,129.9,4.83,110,2,0,0,1902581.69060589,1878668.98145158,1863350.40975703,1535549.01671015,1870247.79277622,1631167.22353323,1484624.9304691,1719612.82259765,1602027.07837733,1679479.68367265,1522979.97846327,1646732.281425,1987206.95966002,1878668.98145158,1938378.11990685,1724273.62397457,2011431.93097692,1960078.32155776,1749051.33482638,1937253.71694659,1883149.50853537,1924835.42374187,1743523.20357538,1883528.80735485,1,
0,High,Master Protein,P40926,"Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3",0,0,17.4,12,2,3,2,338,35.5,8.68,153,2,0,0,1144618.88853997,1215711.0596427,893785.501292593,844738.195253917,1108387.76944864,1026212.99796213,1110679.09582219,1087802.92993126,937495.728856685,1072241.38032775,896916.011603916,969003.223185936,1195530.59545138,1215711.0596427,929773.729366044,948559.618344733,1192059.44794291,1233140.1842721,1308502.04333949,1225479.50423593,1102006.72939852,1228885.47668732,1026798.71042534,1108343.78233663,1,
0,High,Master Protein,Q14766,Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4,0,0,17.381,6,5,5,5,1721,186.7,5.96,136,5,0,0,322076.593067439,390378.303644681,324788.171482851,346590.680704821,378885.146096567,255755.048044477,268115.356349429,342839.340910094,325812.323784803,343386.010147693,280932.880440666,307670.355841406,336402.295074847,390378.303644681,337865.750805832,389187.946819884,407487.009996797,307325.894039906,315869.356822834,386230.42278221,382985.609726132,393551.385453077,321614.862061287,351912.684856661,1,
0,High,None,Q9BUF5,Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,0,0,16.927,11,4,7,0,446,49.8,4.88,80,4,0,0,1815833.74385319,1916423.49267502,1897744.84377244,1912380.45297841,1624780.82773352,2142896.25890922,1938630.2710563,1551967.12767421,1956405.2939206,1723925.30078291,1934224.54926683,1975010.4210375,1896600.53557093,1916423.49267502,1974157.44407098,2147419.02615385,1747434.7786242,2574993.19618325,2283919.52319867,1748390.13012481,2299713.7298542,1975774.11569248,2214320.2341863,2259012.63053584,3,
0,High,Master Protein,P26038,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,0,0,16.79,10,6,8,6,577,67.8,6.4,100,6,0,0,1918560.25235443,1912108.71558782,1783893.57649349,1521286.08263619,1731476.59612394,1337320.78811251,1328445.15290566,1680358.88266642,1300885.33278516,1459463.1684961,1342689.08706797,1519234.51040625,2003896.23469554,1912108.71558782,1855721.96126453,1708257.72297982,1862184.96107037,1606980.23349809,1565054.39202016,1893031.64553769,1529163.65032766,1672676.62340797,1537124.32966623,1737697.13374513,1,
0,High,Master Protein,Q14697,Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3,0,0,16.696,8,6,6,6,944,106.8,6.14,45,6,0,0,2124296.49249073,2103807.84698634,2117002.3909676,2020973.44232694,1800441.88073161,2239211.76507186,1968121.67590372,1859425.05839062,1941740.39189237,1993633.99596697,2160054.13022637,2267226.56417812,2218783.45361067,2103807.84698634,2202243.38533146,2269358.4922631,1936356.40301756,2690729.91093303,2318663.63934253,2094761.1336774,2282475.44254938,2284884.64297568,2472852.27007947,2593248.8204666,1,
0,High,Master Protein,Q9ULV4,Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,0,0,16.234,8,3,4,3,474,53.2,7.08,79,3,0,0,1834648.67113323,1939686.6103702,1734312.88633543,1538569.77670429,1529190.29258179,1593279.8505164,1510650.18724658,1457802.03728672,1559210.33506143,1709049.32807813,1571719.09338985,1824345.18373594,1916252.33534437,1939686.6103702,1804144.90712107,1727665.64645355,1644628.15832179,1914551.27967042,1779711.94759911,1642307.13925468,1832819.31735402,1958724.90723634,1799320.24555747,2086682.05930365,1,
0,High,Master Protein,P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,0,0,16.22,7,5,6,5,803,92.4,4.84,87,5,0,0,1665399.68573861,1760822.25470819,1833181.59320461,1582476.4876078,1736941.19706841,1452715.96212186,1450953.89896231,1682840.26914609,1482403.26128553,1450923.91287912,1547094.14166575,1532846.83275663,1739475.29425738,1760822.25470819,1906994.55747947,1776968.65319742,1868062.08220491,1745643.87001856,1709383.15911864,1895827.0859518,1742534.19971442,1662889.86512579,1771129.34657979,1753266.8784882,1,
0,High,Master Protein,Q15404,Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3,0,0,16.105,30,6,7,6,277,31.5,8.65,47,6,0,0,868783.765539507,999015.357185687,873707.246430307,934992.615562503,956602.719777197,999662.055266018,913855.912232182,888209.785714449,1026345.96615015,942738.644026633,950207.18748563,974915.6835,907426.553006483,999015.357185687,908887.024585679,1049906.6380046,1028816.21529038,1201235.4681616,1076622.70134696,1000625.07454694,1206448.33525572,1080463.6429925,1087806.99878731,1115106.44160401,1,
0,High,Master Protein,O75083,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4,0,0,16.012,9,5,7,5,606,66.2,6.65,21,5,0,0,2596015.91862896,2846238.49876204,2701377.59317523,2656448.21829493,2520355.45254666,2558500.98905158,2512911.54635917,2332728.47118868,2519188.81146041,2310782.11230315,2321172.12388361,2423888.88745761,2711484.57191597,2846238.49876204,2810148.42554508,2982935.44941574,2710615.91637484,3074401.11104091,2960485.98151411,2627967.66926341,2961254.04884829,2648365.03206974,2657301.81270469,2772438.84561671,1,
0,High,None,Q08043,Alpha-actinin-3 OS=Homo sapiens OX=9606 GN=ACTN3 PE=1 SV=2,0,0,15.339,4,4,7,0,901,103.2,5.52,100,4,0,0,2695204.09252022,2950250.92455725,2485548.00145945,2224757.84573456,2557945.88325113,2148516.74834337,2184061.02310419,2467804.14004261,2161608.3897293,2317498.22888203,2112780.53546484,2310485.57788125,2815084.55421681,2950250.92455725,2585628.46621824,2498188.74642586,2751044.03125362,2581747.00985574,2573063.92301767,2780139.04070098,2540925.7007614,2656062.30833136,2418732.9707133,2642728.38639646,2,
0,High,Master Protein,P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,0,0,15.336,13,6,8,6,508,57.1,4.87,79,6,0,0,1433858.71071083,1606084.14994086,1519519.29697089,1621403.62991189,1598374.29137541,1547254.09012968,1595524.62251018,1561092.64287385,1479711.23908469,1443285.40791115,1484739.25423827,1496445.05422635,1497635.56706273,1606084.14994086,1580702.66472783,1820680.08409362,1719034.82508736,1859244.81331571,1879703.36040904,1758670.60605941,1739369.78361128,1654135.44845155,1699744.82766062,1711630.60325746,1,
0,High,Master Protein,Q9H0U4,Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1,0,0,15.098,25,5,6,3,201,22.2,5.73,34,5,0,1,1265819.38824813,1544013.42185465,1156682.50292625,1280127.92479688,1229770.08285164,1309730.24861663,1296573.22947866,1281284.48690555,1295969.94107109,1245627.16857305,1142575.72831875,1184211.36827719,1322121.99372013,1544013.42185465,1203256.26549421,1437460.34286133,1322604.85587104,1573826.2946709,1527505.76336021,1443448.84040479,1523385.70960772,1427601.25183629,1308032.49047033,1354498.39133355,1,
0,High,Master Protein,O00429,Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,0,0,15.05,7,3,5,3,736,81.8,6.81,59,3,0,0,828790.732136475,902362.783434836,740483.967834992,644559.862495322,721284.818307691,666902.26579454,687423.011479128,727242.149622664,689383.445798448,698027.057913291,620051.181927779,662662.863173437,865654.662365029,902362.783434836,770299.517405488,723778.634142519,775734.274611477,801377.476767941,809859.858299722,819284.747684377,810355.901388822,800002.060676137,709840.994880477,757952.343820776,1,
0,High,None,Q14315,Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,0,0,14.971,2,7,10,7,2725,290.8,5.97,76,7,0,0,1721669.55082971,1960326.18025917,1487613.12368977,1635313.63593985,1634666.34099299,1690118.26945426,1583257.8734913,1776133.0516445,1632501.605625,1590599.92874624,1627698.17178089,1631815.19658001,1798247.9966755,1960326.18025917,1547511.7909908,1836299.68089081,1758066.54469338,2030916.34814137,1865251.78189574,2000927.36624998,1918971.68144609,1822971.19614864,1863405.67246375,1866466.67810396,1,
0,High,None,P0CF74,Immunoglobulin lambda constant 6 OS=Homo sapiens OX=9606 GN=IGLC6 PE=1 SV=1,0,0,14.953,33,3,5,3,106,11.3,7.24,64,3,0,0,788280.776085194,793080.24181824,811701.055756402,797613.783978518,854683.206228255,1084179.67342604,1237748.68690268,1114600.02882423,844775.788364062,961747.558032424,1304110.70445078,1098072.35510156,823342.856781012,793080.24181824,844384.157775596,895643.444049245,919202.8449478,1302795.35040734,1458203.98713276,1255668.14830255,993016.367920382,1102249.57550536,1492959.39893789,1255972.77512773,1,
0,High,Master Protein,P60174,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4,0,0,14.934,20,4,5,4,249,26.7,6.9,124,4,0,0,1225764.48142327,1312351.93814063,1115508.02940909,1065777.04138125,1203730.3271007,945028.510005385,930668.662800292,1018988.6604627,1002957.07639102,982475.690649871,914820.368189066,1026503.79704063,1280285.47757793,1312351.93814063,1160423.90388018,1196764.94953481,1294599.37103925,1135585.52979216,1096429.96931057,1147955.83288673,1178955.1818318,1126005.88784302,1047295.80270018,1174112.81384006,1,
0,High,None,Q9UI15,Transgelin-3 OS=Homo sapiens OX=9606 GN=TAGLN3 PE=1 SV=2,0,0,14.906,7,1,3,1,199,22.5,7.33,113,1,0,0,1034517.07650572,1192795.59663386,1103451.94006521,939995.135320323,1064982.11010465,885355.549392198,841693.539817972,1056580.38018045,825297.743634387,1008615.79711407,871164.758371888,976917.238274999,1080531.54535752,1192795.59663386,1147882.3767077,1055523.98579223,1145377.11551251,1063880.02051413,991607.495684585,1190305.30701988,970120.331483176,1155964.81106896,997318.40985272,1117395.81560897,1,
0,High,Master Protein,P23528,Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3,0,0,14.864,19,3,5,3,166,18.5,8.09,82,3,0,0,1810325.80187313,1737834.63961462,1983836.81750742,1591707.5776916,1741485.14224565,1482205.18365645,1606632.75270024,1646744.23242656,1550489.14361709,1432823.00498261,1355350.01992058,1399231.49973962,1890847.60486092,1737834.63961462,2063715.90678076,1787334.27811646,1872949.04769548,1781079.34408624,1892789.95860471,1855162.59428076,1822567.73821162,1642144.58963374,1551618.69631556,1600437.95075012,1,
0,High,Master Protein,Q9HBI1,Beta-parvin OS=Homo sapiens OX=9606 GN=PARVB PE=1 SV=1,0,0,14.732,6,2,5,2,364,41.7,6.73,127,2,0,0,1205965.25256338,1353407.99321782,1121700.49231572,1095299.21691726,1213960.89610243,967980.86959921,981644.09573929,1127055.28521092,1083314.97417924,1094395.72450311,913976.255130462,985612.551499853,1259605.59529979,1353407.99321782,1166865.70599303,1229915.50874532,1305602.24094858,1163166.03890207,1156484.63173438,1269699.7904336,1273414.21924089,1254276.35629907,1046329.45335553,1127341.49599231,1,
0,High,Master Protein,P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5,0,0,14.322,9,4,5,4,732,84.6,5.02,66,4,0,0,899797.089518699,1024982.49420221,886537.753438519,872524.305619669,861863.970803668,805559.767211711,841353.445271404,851906.965104324,792877.829055459,844691.772803459,779345.682482806,810650.185228124,939819.32413318,1024982.49420221,922234.151310637,979760.743606863,926925.682109592,967994.09260483,991206.826930859,959727.627610968,932011.396228533,968093.072063818,892202.983775354,927219.9214091,1,
0,High,None,O75369,Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2,0,0,14.26,2,6,9,6,2602,278,5.73,74,6,0,0,2204362.19364329,2352687.12480892,1936701.63705659,1948103.95246759,2054910.71951762,2005225.64354063,1887059.54008133,2114421.43693513,1945883.30719922,2053398.95211948,2011145.75235979,2072760.35760657,2302410.41131031,2352687.12480892,2014682.8306694,2187533.07478072,2210034.97638618,2409562.46363395,2223163.53426264,2382030.84674982,2287345.35332011,2353380.68125414,2302380.42167139,2370818.79570412,1,
0,High,Master Protein,P0C0L4,Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=2,0,0,14.19,3,3,3,3,1744,192.7,7.08,80,3,0,0,115244.256799803,116182.7431168,136490.371874999,113132.691117185,111305.472222654,100163.821647654,116804.260546875,99198.0547722639,130447.511525972,119755.092548434,122445.443129879,111595.975734375,120370.226573811,116182.7431168,141986.149805794,127037.11387902,119707.870682085,120361.01055947,137608.256220221,111752.946823893,153338.336495918,137250.153456243,140176.807501059,127643.234696703,1,
0,High,Master Protein Candidate,P0C0L5,Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2,0,0,14.19,3,3,3,3,1744,192.6,7.27,80,3,0,0,115244.256799803,116182.7431168,136490.371874999,113132.691117185,111305.472222654,100163.821647654,116804.260546875,99198.0547722639,130447.511525972,119755.092548434,122445.443129879,111595.975734375,120370.226573811,116182.7431168,141986.149805794,127037.11387902,119707.870682085,120361.01055947,137608.256220221,111752.946823893,153338.336495918,137250.153456243,140176.807501059,127643.234696703,1,
0,High,Master Protein,P69905,Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2,0,0,14.018,17,2,4,1,142,15.2,8.68,103,2,0,0,220920.962781242,148500.052136126,222186.789125707,128880.867805262,182198.644911052,137641.620522659,188102.526172577,146916.89819297,136504.086468753,212543.862841399,151029.521310938,189903.117524999,230747.345536511,148500.052136126,231133.128969439,144720.799253726,195952.736086809,165395.891137489,221605.449116636,165511.272867025,160457.714364647,243594.465758241,172900.155323251,217210.773420501,1,
0,High,Master Protein,Q9H4M9,EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2,0,0,13.853,7,2,3,2,534,60.6,6.83,94,2,0,0,380373.560247626,415208.661335563,461346.784302049,409283.484578249,354173.160399529,363033.610135832,370772.259464035,369942.093027242,390434.734045891,373731.935762105,326491.440634858,362224.392266103,397292.263416047,415208.661335563,479922.889273996,459585.926275832,380909.527964278,436236.272380935,436810.47113176,416763.404735155,458947.908844572,428330.557333934,373770.772147649,414311.473246528,1,
0,High,Master Protein,P11216,"Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5",0,0,13.851,4,3,3,3,843,96.6,6.86,41,3,0,0,817000.554014646,795569.1695789,771974.097858925,654160.530117181,789761.283318773,576981.625572413,657989.756714973,682294.404315814,644228.702545307,642215.331785148,479415.944893356,610244.928459375,853340.066815722,795569.1695789,803057.595924585,734559.259034836,849379.996197522,693325.098681154,775184.249344898,768648.240721997,757277.439911554,736036.781098174,548840.323514297,697996.823928652,1,
0,High,Master Protein Candidate,P06737,"Glycogen phosphorylase, liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4",0,0,13.851,4,3,3,3,847,97.1,7.17,41,3,0,0,817000.554014646,795569.1695789,771974.097858925,654160.530117181,789761.283318773,576981.625572413,657989.756714973,682294.404315814,644228.702545307,642215.331785148,479415.944893356,610244.928459375,853340.066815722,795569.1695789,803057.595924585,734559.259034836,849379.996197522,693325.098681154,775184.249344898,768648.240721997,757277.439911554,736036.781098174,548840.323514297,697996.823928652,1,
0,High,Master Protein Candidate,P11217,"Glycogen phosphorylase, muscle form OS=Homo sapiens OX=9606 GN=PYGM PE=1 SV=6",0,0,13.851,4,3,3,3,842,97,7.03,41,3,0,0,817000.554014646,795569.1695789,771974.097858925,654160.530117181,789761.283318773,576981.625572413,657989.756714973,682294.404315814,644228.702545307,642215.331785148,479415.944893356,610244.928459375,853340.066815722,795569.1695789,803057.595924585,734559.259034836,849379.996197522,693325.098681154,775184.249344898,768648.240721997,757277.439911554,736036.781098174,548840.323514297,697996.823928652,1,
0,High,Master Protein,Q15833,Syntaxin-binding protein 2 OS=Homo sapiens OX=9606 GN=STXBP2 PE=1 SV=2,0,0,13.644,8,3,3,3,593,66.4,6.55,32,3,0,0,612016.730701939,567098.656593644,511151.420523066,423498.804125971,499293.408094345,408600.165922263,395321.161666412,506323.488148236,409412.756916794,495752.658216239,431550.573325779,445182.940228126,639238.731605768,567098.656593644,531732.906657322,475548.360744399,536984.835831014,490990.939404941,465731.77595723,570405.760240156,481256.179987225,568177.32731491,494043.55195067,509199.28024791,1,
0,High,None,P11678,Eosinophil peroxidase OS=Homo sapiens OX=9606 GN=EPX PE=1 SV=2,0,0,13.551,3,3,5,3,715,81,10.29,26,3,0,0,950812.722524423,974219.875223764,844014.413132006,664302.883739141,724473.310748705,838574.694001167,872696.65184582,886975.050798632,653173.558008984,887314.862536519,911923.831970503,995115.420389061,993104.090543474,974219.875223764,877998.610854108,745948.145123823,779163.464867605,1007666.20062307,1028132.56903018,999234.06677259,767791.93145648,1016942.9830125,1043979.81813146,1138210.85679081,1,
0,High,None,P35609,Alpha-actinin-2 OS=Homo sapiens OX=9606 GN=ACTN2 PE=1 SV=1,0,0,13.497,4,3,5,1,894,103.8,5.45,90,3,0,0,217037.844478126,252279.896430762,228728.219607423,226820.666221869,240356.608709767,242588.069521869,243537.960445314,229653.019223201,233226.173812494,226984.910006244,242095.338168744,237081.636000001,226691.509324465,252279.896430762,237937.94981916,254697.758184644,258501.017591094,291503.90547231,286914.483285135,258718.799517959,274152.516221786,260145.210259084,277153.242684478,271173.460396608,1,
0,High,None,Q96A08,Histone H2B type 1-A OS=Homo sapiens OX=9606 GN=H2BC1 PE=1 SV=3,0,0,13.294,24,4,7,4,127,14.2,10.32,44,4,0,0,1908540.36092088,2034644.02303347,2133666.71520195,2381207.18583515,1949939.15754715,3203942.40590919,3104121.06520356,2081320.51563354,2020495.0093865,2120393.50502844,2846675.42634492,2745181.95940312,1993430.66673065,2034644.02303347,2219578.69773957,2673866.28435403,2097139.15990269,3849990.33988638,3656995.77120902,2344740.54396586,2375049.85732093,2430162.49046002,3258903.41899848,3139933.16356937,1,
0,High,Master Protein,P09382,Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,0,0,13.092,26,2,3,2,135,14.7,5.5,95,2,0,0,986123.26963143,1048693.02080688,1043904.00950867,1024072.87455,847653.434783245,1210466.91294375,1126269.7510454,1070607.04358438,942727.817212504,1032447.30053438,1121262.84383437,1122675.45616875,1029985.22174899,1048693.02080688,1085936.75173447,1149935.18760964,911642.399317772,1454547.34547984,1326869.54867321,1206107.23955872,1108156.94043356,1183277.86667206,1283633.28026461,1284113.74869886,1,
