Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Drug metabolism	1/108	0.4872893806571326	0.536760383769532	0	0	1.5144783208212043	1.0887541055305607	MPO
Cholinergic synapse	1/113	0.502947526074319	0.5512101674652891	0	0	1.4465017564402811	0.9941364466748858	AKT2
Growth hormone synthesis, secretion and action	1/119	0.5211123148693049	0.5625938921723341	0	0	1.3725340372325645	0.8946035276381638	AKT2
Neurotrophin signaling pathway	1/119	0.5211123148693049	0.5625938921723341	0	0	1.3725340372325645	0.8946035276381638	AKT2
Sphingolipid signaling pathway	1/119	0.5211123148693049	0.5625938921723341	0	0	1.3725340372325645	0.8946035276381638	AKT2
Oocyte meiosis	1/129	0.5499350674662344	0.590771829901846	0	0	1.2646644467213115	0.7562125138167772	YWHAQ
Natural killer cell mediated cytotoxicity	1/131	0.5554896837382342	0.5937993170994916	0	0	1.2450819672131148	0.7319902142521676	CASP3
Dopaminergic synapse	1/132	0.5582414386273206	0.5938156479516106	0	0	1.2355149543236141	0.7202603994111868	AKT2
Systemic lupus erythematosus	1/135	0.5663957308628206	0.5995506029133272	0	0	1.2076706630780523	0.6865152113154491	CD40
Signaling pathways regulating pluripotency of stem cells	1/143	0.5874178603800531	0.6187848335071433	0	0	1.1391710921265297	0.606060499919932	AKT2
Breast cancer	1/147	0.5975466086560571	0.6251469855288889	0	0	1.1077363575117898	0.5703989196677781	AKT2
Retrograde endocannabinoid signaling	1/148	0.6000400157115557	0.6251469855288889	0	0	1.100144976023196	0.561908874249932	MGLL
Adrenergic signaling in cardiomyocytes	1/150	0.6049809537376344	0.6251469855288889	0	0	1.0852679062603148	0.5454103971318972	AKT2
Spliceosome	1/150	0.6049809537376344	0.6251469855288889	0	0	1.0852679062603148	0.5454103971318972	HSPA1A
Oxytocin signaling pathway	1/154	0.6146819206154118	0.6291791357242659	0	0	1.056680595735562	0.5142339788176737	SRC
mTOR signaling pathway	1/154	0.6146819206154118	0.6291791357242659	0	0	1.056680595735562	0.5142339788176737	AKT2
JAK-STAT signaling pathway	1/162	0.6333805167470153	0.6452749865450814	0	0	1.003767437124529	0.4584044330422591	AKT2
Wnt signaling pathway	1/166	0.6423894335931022	0.6513948929425382	0	0	0.9792349726775956	0.43337078259421263	DAAM1
Calcium signaling pathway	1/240	0.7745141901810936	0.7817189733455688	0	0	0.673502983743741	0.1720930093117711	PPIF
MicroRNAs in cancer	1/310	0.854466929615278	0.8584227950301635	0	0	0.5190726298477373	0.08163843444329982	CASP3
Olfactory transduction	1/440	0.9357297543782395	0.9357297543782395	0	0	0.36293364203293627	0.024109162173060413	PRKG1
