Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Fatty acid degradation	17/43	2.516608800358125E-10	2.000041730810931E-9	0	0	9.980878941759137	220.60675491127282	ACADVL;CPT1A;ACAA2;ACSL1;ACSL5;CPT1B;ACAT2;ADH5;ACAT1;HADHB;HADHA;ALDH2;ACOX1;ACADM;ACAA1;HADH;ALDH9A1
Chemokine signaling pathway	37/192	6.276572798769101E-10	4.860320474944278E-9	0	0	3.678739610337547	77.94891230809732	ROCK1;ROCK2;SRC;WAS;ARRB1;RASGRP2;ADCY6;CRKL;GNAI2;RAP1B;CDC42;GRK2;CCL5;PLCG2;RAC2;MAPK1;RAC1;PRKACA;PF4V1;MAPK3;LYN;STAT5B;PRKCB;STAT2;PRKCD;PPBP;NFKB1;PTK2;RHOA;GNAQ;GNB2;GNB1;ELMO1;GNB4;GRB2;KRAS;PF4
Spinocerebellar ataxia	31/143	7.64013084844937E-10	5.768298790579274E-9	0	0	4.2542397832999646	89.30685723105724	PSMD12;PSMD11;PSMD14;ATP2A3;ATP2A2;PSMA7;PSMD6;PSMD7;OPA1;PSMD2;PSMD3;PRKCB;PRKCA;PSMA5;AFG3L2;PSMA6;PSMC5;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;GNAQ;PSMC1;PSMC2;PPIF;VDAC3;VDAC2;VDAC1;SLC25A5;MCU
Retrograde endocannabinoid signaling	31/148	1.8629220968531186E-9	1.3546416480135707E-8	0	0	4.0713425074513285	81.83854252081791	NDUFB9;NDUFA13;NDUFB10;NDUFB11;NDUFB4;NDUFB1;NDUFC2-KCTD14;ADCY6;GNAI2;MAPK1;PRKACA;NDUFV2;NDUFV1;MAPK3;NDUFA8;NDUFA7;NDUFA5;PRKCB;NDUFA2;PRKCA;MAPK14;NDUFS8;NDUFS6;GNAQ;GNB2;GNB1;NDUFAB1;GNB4;NDUFS3;NDUFS1;MGLL
Valine, leucine and isoleucine degradation	17/48	1.8839387157804625E-9	1.3546416480135707E-8	0	0	8.368825091358413	168.12886916262232	ACAA2;HSD17B10;ACAT2;ACAT1;HADHB;HMGCL;HADHA;ALDH6A1;ALDH2;PCCA;OXCT1;IVD;ACADM;ACAA1;HADH;DLD;ALDH9A1
HIF-1 signaling pathway	26/109	2.0522344297954057E-9	1.4413367390656106E-8	0	0	4.802441292262647	96.06965245612922	SERPINE1;ENO1;PDHB;ENO2;HK1;LDHB;HK3;LDHA;PGK1;PLCG2;MAPK1;ELOC;TIMP1;MAPK3;MAP2K2;PRKCB;EGF;RPS6;CYBB;PRKCA;NFKB1;TF;PFKL;ALDOA;GAPDH;PFKP
Gap junction	23/88	2.590530189494326E-9	1.7780457209711055E-8	0	0	5.4166572166572164	107.0949142373888	MAP2K2;PRKCB;SRC;EGF;TUBB;PRKCA;TUBB4B;TUBB4A;TUBA4A;ADCY6;GNAI2;TUBA1C;TUBB2B;TUBA1A;GNAQ;TUBB1;MAPK1;GRB2;KRAS;PRKACA;PRKG1;MAPK3;TUBA8
Epstein-Barr virus infection	37/202	2.7276011742097037E-9	1.8305234546918456E-8	0	0	3.4539278451457407	68.11091589232583	CD40;PSMD12;PSMD11;PSMD14;HDAC1;PSMD6;PSMD7;PSMD2;CASP3;PSMD3;PLCG2;RAC1;BID;B2M;LYN;PDIA3;SYK;STAT2;HLA-B;TAP2;HLA-C;HLA-A;MAPK14;NFKB1;HLA-E;TAPBP;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;BTK;BAX;CALR;VIM;CD44
Glyoxylate and dicarboxylate metabolism	13/30	8.671193456135645E-9	5.692827008158619E-8	0	0	11.640798967840588	216.0911708876508	MDH1;SHMT2;MDH2;ACAT2;ACAT1;CS;GRHPR;PCCA;CAT;ACO1;ACO2;ACSS1;DLD
Sphingolipid signaling pathway	26/119	1.4802037009170534E-8	9.511096120786173E-8	0	0	4.2837544361459825	77.22967126386443	ASAH1;ROCK1;ROCK2;KNG1;GNAI2;GNA13;PPP2CB;PPP2R1A;RAC2;MAPK1;FYN;RAC1;BID;CTSD;MAPK3;MAP2K2;FCER1G;PRKCB;PRKCA;MAPK14;NFKB1;RHOA;GNAQ;BAX;KRAS;CERS2
Legionellosis	17/57	3.632323329464127E-8	2.2853367614545132E-7	0	0	6.482722086389568	111.05426909557404	RAB1A;HSPA8;VCP;ITGAM;SAR1A;RAB1B;ITGB2;NFKB1;HSPD1;EEF1A1;EEF1G;C3;CASP3;CASP1;CD14;SEC22B;HSPA1A
Adherens junction	19/71	4.100206744915616E-8	2.5270661978867673E-7	0	0	5.578901098901099	94.8951179544926	PTPN1;CSNK2A1;SRC;ACTN1;WAS;PTPRJ;ACTN4;IQGAP1;RHOA;CDC42;CSNK2B;RAC2;MAPK1;FYN;PTPN6;RAC1;WASF2;VCL;MAPK3
Amoebiasis	23/102	5.345021053093221E-8	3.2283927160683055E-7	0	0	4.453405073658238	74.57010921770132	SERPINB10;RAB5B;RAB5C;TGFB1;ITGAM;PRKCB;ACTN1;ITGB2;FN1;HSPB1;PRKCA;SERPINB9;ACTN4;NFKB1;PTK2;PRDX1;GNAQ;CASP3;CD14;PRKACA;RAB5A;VCL;RAB7A
Natural killer cell mediated cytotoxicity	26/131	1.1692116210093063E-7	6.923566853819814E-7	0	0	3.791742904058175	60.52291280547453	ITGB2;ICAM2;PPP3CA;FCGR3A;CASP3;PLCG2;RAC2;MAPK1;FYN;RAC1;BID;MAPK3;MAP2K2;FCER1G;SYK;PRKCB;HLA-B;HLA-C;PRKCA;PTPN11;HLA-A;HLA-E;GRB2;LCP2;KRAS;PTPN6
Necroptosis	29/159	1.5277597445644202E-7	8.872758516508748E-7	0	0	3.419778410889522	53.67100508623684	H2AX;H2AW;PYGB;HSP90AB1;VPS4B;HMGB1;PYGL;MACROH2A1;AIFM1;CASP1;CAPN1;DNM1L;BID;STAT5B;H2AZ2;HSP90AA1;STAT2;CYBB;GLUD1;H2AC20;VDAC3;CHMP2A;CHMP4B;VDAC2;BAX;VDAC1;PGAM5;SLC25A5;PPIA
Central carbon metabolism in cancer	18/70	1.8027119715389462E-7	1.00818336186067E-6	0	0	5.280963734471076	82.00704795983917	G6PD;MAP2K2;PGAM1;IDH1;IDH2;PDHB;GLS;HK1;HK3;LDHB;LDHA;PFKL;PKM;MAPK1;KRAS;SLC16A3;PFKP;MAPK3
Epithelial cell signaling in Helicobacter pylori infection	18/70	1.8027119715389462E-7	1.00818336186067E-6	0	0	5.280963734471076	82.00704795983917	ATP6V1A;LYN;SRC;PTPN11;F11R;MAPK14;NFKB1;CDC42;CASP3;CCL5;ATP6V1B2;PLCG2;ATP6V1H;CSK;RAC1;ATP6V1E1;ATP6V1C1;ATP6V0A1
Cholesterol metabolism	15/50	2.1152304688760317E-7	1.16145382109193E-6	0	0	6.528304079972103	100.33306066869119	APOA2;APOA1;APOC3;NCEH1;VAPA;APOH;APOC2;APOC1;VDAC3;TSPO;VDAC2;VDAC1;CD36;APOE;APOB
Tuberculosis	31/180	2.210184148079101E-7	1.191920736999801E-6	0	0	3.19147158578487	48.90936528789874	RAB5B;RAB5C;ITGAM;SRC;ITGB2;LSP1;CORO1A;HSPD1;C3;PPP3CA;FCGR3A;CASP3;ATP6V1H;MAPK1;CD14;BID;CTSD;ATP6V0A1;MAPK3;HSPA9;TGFB1;FCER1G;SYK;MAPK14;NFKB1;RHOA;FCGR2A;BAX;CALM1;RAB5A;RAB7A
Vasopressin-regulated water reabsorption	14/44	2.375263940830252E-7	1.258473175667958E-6	0	0	7.104715447154471	108.36813296987913	NSF;DYNC1I2;DYNC1H1;RAB5B;RAB5C;DCTN2;DCTN1;ADCY6;RAB11B;ARHGDIA;ARHGDIB;STX4;PRKACA;RAB5A
Cardiac muscle contraction	20/87	2.794914443303945E-7	1.45528303772033E-6	0	0	4.5578480148278215	68.7792672595605	TPM4;UQCRB;TPM3;COX4I1;TPM1;ATP2A3;ATP2A2;ATP1B3;ATP1A1;COX5B;COX6C;COX7C;COX5A;UQCRH;COX6B1;UQCRQ;UQCRC1;COX2;UQCRC2;CYC1
cGMP-PKG signaling pathway	29/167	4.5010576621537993E-7	2.303931210119402E-6	0	0	3.220146716765074	47.05852613836503	ROCK1;ROCK2;ATP2A3;ATP2A2;ATP1A1;KNG1;ADCY6;MYLK;GNAI2;GNA13;PPP3CA;MAPK1;PRKG1;MAPK3;VASP;MAP2K2;PPP1R12A;ATP1B3;RHOA;PPP1CA;GNAQ;PPIF;VDAC3;VDAC2;VDAC1;PDE5A;CALM1;SLC25A5;MYL9
Vascular smooth muscle contraction	25/133	6.008593287074132E-7	3.024325287827313E-6	0	0	3.5411539513262236	50.72669391429387	ROCK1;ROCK2;ADCY6;MYLK;GNA13;CALD1;MYH14;MAPK1;MYH11;PRKACA;MYH10;PRKG1;MAPK3;MAP2K2;PPP1R12A;PRKCB;PRKCD;PRKCA;RHOA;PPP1CA;MYL6;GNAQ;MYH9;CALM1;MYL9
Pertussis	18/76	6.819345701764882E-7	3.3761350851360562E-6	0	0	4.73313832480171	67.20266991425272	ITGB1;C1QA;ITGAM;ITGB2;C4BPA;MAPK14;RHOA;NFKB1;GNAI2;C4B;C3;CASP3;CFL1;CASP1;MAPK1;CD14;CALM1;MAPK3
Rap1 signaling pathway	33/210	8.068017990605983E-7	3.929905537359689E-6	0	0	2.86034794048902	40.13121878125595	ITGB1;ITGAM;RALB;SRC;ITGB3;ITGA2B;ITGB2;RASGRP2;THBS1;ADCY6;CRKL;GNAI2;RAP1B;CDC42;RAC2;MAPK1;RAC1;MAPK3;VASP;FYB1;MAP2K2;PRKCB;EGF;PRKCA;MAPK14;RHOA;GNAQ;LCP2;KRAS;TLN2;PFN1;TLN1;CALM1
Leishmaniasis	18/77	8.387241808083107E-7	4.02055083498587E-6	0	0	4.652666795697735	65.09724744662526	ITGB1;ITGAM;TGFB1;NCF2;PRKCB;ITGB2;NCF4;CYBB;CYBA;MAPK14;NFKB1;EEF1A1;C3;FCGR3A;FCGR2A;MAPK1;PTPN6;MAPK3
Pentose phosphate pathway	11/30	9.385649608533833E-7	4.4288534090269025E-6	0	0	8.797840099031033	122.10446405773084	PRPS2;GPI;G6PD;PFKL;TALDO1;PGLS;PGD;ALDOA;TKT;PGM1;PFKP
Insulin signaling pathway	25/137	1.0688810331235478E-6	4.966185723127868E-6	0	0	3.41395171686394	46.938074683561126	PYGB;PRKAA1;INPPL1;PYGL;CRKL;HK1;HK3;PRKAR2B;PRKAR2A;FLOT1;FLOT2;MAPK1;PRKACA;PCK2;MAPK3;PTPN1;MAP2K2;RPS6;PPP1CA;PRKAR1A;RHEB;FASN;GRB2;KRAS;CALM1
VEGF signaling pathway	15/59	2.207826360309703E-6	1.0058573801496876E-5	0	0	5.190472668096753	67.59813155699084	MAP2K2;PRKCB;SRC;HSPB1;PRKCA;MAPK14;PTK2;CDC42;PPP3CA;RAC2;PLCG2;MAPK1;KRAS;RAC1;MAPK3
Peroxisome	18/82	2.2315378963585782E-6	1.0058573801496876E-5	0	0	4.288030179445351	55.799363038245644	GSTK1;ACSL1;IDH1;ECH1;IDH2;ACSL5;HSD17B4;SOD2;SOD1;HMGCL;PRDX5;SCP2;ACOX1;PRDX1;AGPS;CAT;PMVK;ACAA1
Fc epsilon RI signaling pathway	16/68	3.0881316611740467E-6	1.3714937671684738E-5	0	0	4.6865447256326735	59.46261839292081	LYN;FCER1G;MAP2K2;SYK;PRKCA;MAPK14;RAC2;BTK;PLCG2;MAPK1;LCP2;FYN;GRB2;KRAS;RAC1;MAPK3
Human papillomavirus infection	43/331	3.801416764667575E-6	1.6638084969994313E-5	0	0	2.2958992506244797	28.653136561298602	ATP6V1A;ITGB1;ITGB5;HDAC1;ITGB3;ITGA2B;THBS1;CDC42;PPP2CB;SLC9A3R1;VTN;PPP2R1A;CASP3;ATP6V1H;MAPK1;ITGAV;ATP6V1E1;PRKACA;ATP6V1C1;ATP6V0A1;MAPK3;BCAP31;MAP2K2;VWF;EGF;STAT2;ITGA2;HLA-B;FN1;HLA-C;HLA-A;TUBG1;PTK2;NFKB1;HLA-E;PKM;RHEB;PSMC1;ATP6V1B2;BAX;GRB2;ITGA6;KRAS
Propanoate metabolism	11/34	3.902425214639808E-6	1.6836177354588887E-5	0	0	7.266229415705772	90.49298424503637	LDHB;HADHA;LDHA;ALDH6A1;SUCLA2;PCCA;ACOX1;ACSS1;DLD;ACAT2;ACAT1
Antigen processing and presentation	17/78	4.706723179179391E-6	2.0020146480453182E-5	0	0	4.246195572300827	52.086036999695494	PDIA3;HSPA8;HSP90AA1;HSP90AB1;HSPA5;HLA-B;TAP2;HLA-C;HLA-A;HLA-E;TAPBP;CANX;PSME1;PSME2;CALR;B2M;HSPA1A
ECM-receptor interaction	18/88	6.465381100813155E-6	2.7118681839521845E-5	0	0	3.919226287578653	46.831025381420126	ITGB1;ITGB5;VWF;GP1BB;ITGB3;ITGA2;ITGA2B;FN1;GP1BA;GP6;THBS1;GP5;VTN;GP9;ITGAV;ITGA6;CD36;CD44
Glutathione metabolism	14/57	7.424207134238806E-6	3.071384321287835E-5	0	0	4.953337114766496	58.5026989552695	GSTK1;G6PD;GPX1;GSTO1;GSTP1;IDH1;GSR;IDH2;PGD;PRDX6;ANPEP;SMS;LAP3;GCLM
B cell receptor signaling pathway	17/81	8.074107624729098E-6	3.2951087873894423E-5	0	0	4.046505704971475	47.45275816623285	LYN;MAP2K2;SYK;PRKCB;INPPL1;DAPP1;NFKB1;PPP3CA;RAC2;BTK;PLCG2;MAPK1;GRB2;KRAS;PTPN6;RAC1;MAPK3
Aminoacyl-tRNA biosynthesis	15/66	9.846988621883009E-6	3.9650540850782246E-5	0	0	4.476379648686163	51.605248373383105	AARS1;HARS1;DARS2;YARS1;DARS1;WARS1;GARS1;SARS1;SARS2;NARS1;QARS1;IARS2;TARS1;VARS1;FARSB
AGE-RAGE signaling pathway in diabetic complications	19/100	1.1171329011683238E-5	4.4391333704320235E-5	0	0	3.5759637188208617	40.77371037429589	STAT5B;TGFB1;PRKCB;SERPINE1;PRKCD;FN1;CYBB;PRKCA;MAPK14;NFKB1;CDC42;DIAPH1;CASP3;PLCG2;MAPK1;BAX;KRAS;RAC1;MAPK3
Long-term depression	14/60	1.4045415699549465E-5	5.5087214821609594E-5	0	0	4.629551078119476	51.72696723525987	LYN;GNAZ;MAP2K2;PRKCB;PRKCA;GNAI2;GNA13;PPP2CB;PPP2R1A;GNAQ;MAPK1;KRAS;PRKG1;MAPK3
Human T-cell leukemia virus 1 infection	31/219	1.5405394845262208E-5	5.8949489193425833E-5	0	0	2.524109382399888	27.969133058952714	VAC14;CD40;ITGB2;ADCY6;PPP3CA;XPO1;TSPO;MAPK1;PRKACA;B2M;MAPK3;STAT5B;RANBP1;MAP2K2;TGFB1;HLA-B;HLA-C;HLA-A;NFKB1;HLA-E;CANX;VDAC3;VDAC2;BAX;VDAC1;KRAS;TLN2;CALR;TLN1;SLC25A5;RAN
Fluid shear stress and atherosclerosis	23/139	1.542056174265113E-5	5.8949489193425833E-5	0	0	3.02691406139682	33.537628936283156	HSP90AA1;PRKAA1;HSP90AB1;NCF2;GSTO1;SRC;ITGB3;GSTP1;ITGA2B;SUMO4;CYBA;TXN;MAPK14;NFKB1;PTK2;RHOA;HSP90B1;RAC2;PECAM1;ITGAV;RAC1;ARHGEF2;CALM1
Fructose and mannose metabolism	10/33	2.0690401163340248E-5	7.810626439160944E-5	0	0	6.600310055669086	71.1898926802807	GMPPB;HK3;PFKL;TKFC;TPI1;GMPPA;AKR1B1;ALDOA;PFKP;HK1
Amino sugar and nucleotide sugar metabolism	12/48	2.7332617812340754E-5	1.0190679727564083E-4	0	0	5.064935064935065	53.21944952143043	GMPPB;GPI;CYB5R1;HK3;CYB5R3;UGP2;NAGK;HEXB;GMPPA;PGM1;HK1;GALK1
Osteoclast differentiation	21/127	3.5999743364754645E-5	1.3258442068482808E-4	0	0	3.0211049229392617	30.911941789968456	TGFB1;SYK;NCF2;ITGB3;STAT2;NCF4;CYBA;MAPK14;NFKB1;SIRPB1;PPP3CA;FCGR3A;FCGR2A;BTK;PLCG2;MAPK1;GRB2;LCP2;FYN;RAC1;MAPK3
PPAR signaling pathway	15/74	4.188919380621362E-5	1.5241610276477726E-4	0	0	3.8677579953386383	38.9888674386811	CPT1A;ACSL1;APOA2;ILK;ACSL5;APOA1;APOC3;CPT1B;SCP2;ACOX1;ACADM;CD36;ACAA1;SLC27A4;PCK2
Vibrio cholerae infection	12/50	4.243114149034214E-5	1.525500563105158E-4	0	0	4.797846889952153	48.3029376707872	ERO1A;ATP6V1A;ATP6V1B2;PLCG2;ATP6V1H;PRKCA;ATP6V1E1;PRKACA;ATP6V1C1;PDIA4;ATP6V0A1;TJP2
Neurotrophin signaling pathway	20/119	4.3114954658895854E-5	1.5318489772925349E-4	0	0	3.0793226381461674	30.952244589250853	YWHAE;MAP2K2;PRKCD;PTPN11;MAPK14;NFKB1;RHOA;CRKL;RAP1B;CDC42;ARHGDIA;ARHGDIB;PLCG2;MAPK1;BAX;GRB2;KRAS;RAC1;CALM1;MAPK3
PI3K-Akt signaling pathway	42/354	4.454581843843831E-5	1.564283391675392E-4	0	0	2.0655958018686804	20.69518837324074	ITGB1;YWHAE;PRKAA1;HSP90AB1;ITGB5;YWHAB;ITGB3;ITGA2B;THBS1;HSP90B1;PPP2CB;VTN;YWHAQ;PPP2R1A;MAPK1;ITGAV;RAC1;YWHAG;EIF4B;PCK2;YWHAH;MAPK3;HSP90AA1;MAP2K2;SYK;VWF;EGF;ITGA2;RPS6;FN1;PRKCA;YWHAZ;PTK2;NFKB1;RHEB;CDC37;GNB2;GNB1;GNB4;GRB2;ITGA6;KRAS
Axon guidance	26/182	6.216353554853032E-5	2.1578606592708227E-4	0	0	2.5451559934318553	24.651724239341895	ITGB1;ROCK1;ROCK2;SRC;ILK;MYL12A;GNAI2;CDC42;PPP3CA;DPYSL2;CFL1;PLCG2;NCK2;RAC2;MAPK1;FYN;RAC1;PAK2;MAPK3;PRKCA;PTPN11;PTK2;RHOA;RASA1;KRAS;MYL9
Viral myocarditis	13/60	6.506796426705588E-5	2.2217295849477457E-4	0	0	4.2037609969407335	40.52458487167021	CD40;ITGB2;HLA-B;HLA-C;HLA-A;HLA-E;CASP3;RAC2;FYN;RAC1;BID;EIF4G2;EIF4G1
Kaposi sarcoma-associated herpesvirus infection	27/193	6.547481227163887E-5	2.2217295849477457E-4	0	0	2.48453138767065	23.935590372793406	SRC;C3;PPP3CA;CASP3;PLCG2;MAPK1;RAC1;BID;MAPK3;LYN;ATG3;MAP2K2;SYK;STAT2;HLA-B;HLA-C;HLA-A;MAPK14;NFKB1;HLA-E;GNB2;GNB1;GNB4;BAX;KRAS;CALM1;UBA52
Renal cell carcinoma	14/69	7.407287896271745E-5	2.485556605193408E-4	0	0	3.8701256467110126	36.806679409584405	FH;MAP2K2;TGFB1;PTPN11;CRKL;CDC42;RAP1B;MAPK1;GRB2;KRAS;ELOC;RAC1;PAK2;MAPK3
Endocrine and other factor-regulated calcium reabsorption	12/53	7.842320688636064E-5	2.6026163164484523E-4	0	0	4.446072220462464	42.03045763908768	PRKCB;GNAQ;CLTC;CLTB;CLTA;AP2A1;ATP1B3;PRKCA;ATP1A1;PRKACA;ADCY6;DNM2
Dilated cardiomyopathy	17/96	8.097314232837967E-5	2.6370972787378587E-4	0	0	3.2755511538898	30.8602548253017	ITGB1;TGFB1;ITGB5;TPM4;TPM3;ITGB3;ITGA2;ITGA2B;TPM1;ATP2A3;ATP2A2;ADCY6;TTN;ITGAV;ITGA6;PRKACA;EMD
Oxytocin signaling pathway	23/154	8.120862480881486E-5	2.6370972787378587E-4	0	0	2.6781639377059223	25.224257854171285	PRKAA1;MAP2K2;PPP1R12A;ROCK1;PRKCB;ROCK2;SRC;PRKCA;EEF2;RHOA;ADCY6;MYLK;GNAI2;PPP1CA;PPP3CA;MYL6;GNAQ;MAPK1;KRAS;PRKACA;CALM1;MYL9;MAPK3
Ras signaling pathway	30/232	1.1549818794387929E-4	3.710686463728888E-4	0	0	2.2698060580357873	20.578642149973593	RAB5B;RAB5C;RALB;RASGRP2;STK4;RAP1B;CDC42;PLCG2;RAC2;MAPK1;RAC1;PRKACA;PAK2;MAPK3;MAP2K2;PRKCB;EGF;PRKCA;PTPN11;RHOA;NFKB1;RASA3;GNB2;RASA1;GNB1;GNB4;GRB2;KRAS;CALM1;RAB5A
Non-small cell lung cancer	14/72	1.2024220081343528E-4	3.8224362784902585E-4	0	0	3.669358003924867	33.11963455051331	STAT5B;MAP2K2;PRKCB;EGF;PRKCA;STK4;EML4;KIF5B;PLCG2;MAPK1;BAX;GRB2;KRAS;MAPK3
Hypertrophic cardiomyopathy	16/90	1.2387728604963002E-4	3.896972956977945E-4	0	0	3.2893740646183645	29.591929823337534	ITGB1;PRKAA1;TGFB1;ITGB5;TPM4;TPM3;ITGB3;ITGA2;ITGA2B;TPM1;ATP2A3;ATP2A2;TTN;ITGAV;ITGA6;EMD
Purine metabolism	20/129	1.3758303458084604E-4	4.28351303540366E-4	0	0	2.7953169035198178	24.85395348292034	PRPS2;ADSL;AK1;AK2;NME2;PRUNE1;AK3;GMPR;AMPD2;PAICS;ADCY6;APRT;PAPSS1;PNP;ATIC;PKM;IMPDH2;PDE5A;HPRT1;PGM1
Pathways in cancer	55/531	1.43062357262577E-4	4.408656315642679E-4	0	0	1.7764380773335406	15.725438366667854	ITGB1;HSP90AB1;ITGA2B;CRKL;CASP3;RAC2;ITGAV;ELOC;RAC1;PRKACA;APPL1;HSP90AA1;MAP2K2;PRKCB;GSTO1;TPM3;ITGA2;PRKCA;F2;RHOA;EML4;ITGA6;FH;RALB;ROCK1;HDAC1;ROCK2;GSTP1;RASGRP2;STK4;ADCY6;KNG1;HSP90B1;GNAI2;CDC42;GNA13;PLCG2;MAPK1;BID;MAPK3;STAT5B;TGFB1;EGF;STAT2;FN1;NFKB1;PTK2;GNAQ;GNB2;GNB1;GNB4;BAX;GRB2;KRAS;CALM1
Ferroptosis	10/41	1.5889559514563838E-4	4.847118154947757E-4	0	0	4.89491295027971	42.81709194521795	TF;ACSL1;PCBP1;PCBP2;VDAC3;ACSL5;CYBB;VDAC2;GCLM;CP
Thyroid hormone signaling pathway	19/121	1.6878998554729907E-4	5.097457563528432E-4	0	0	2.8365426170468186	24.64063528043626	MAP2K2;PRKCB;HDAC1;SRC;ITGB3;ATP2A3;ATP2A2;ATP1B3;PRKCA;ATP1A1;PFKL;RHEB;PLCG2;MAPK1;ITGAV;KRAS;PRKACA;PFKP;MAPK3
Sulfur metabolism	5/10	1.7876840292661847E-4	5.345352245924632E-4	0	0	15.133979015334948	130.59745254171776	MPST;TST;ETHE1;SQOR;PAPSS1
Apoptosis	21/142	1.8741212750482698E-4	5.548868873182132E-4	0	0	2.644459160849557	22.695278668248474	MAP2K2;EIF2S1;TUBA4A;NFKB1;LMNB2;LMNB1;SPTA1;TUBA1C;TUBA1A;AIFM1;CASP3;MAPK1;BAX;KRAS;CAPN1;BID;CTSD;SPTAN1;CTSC;TUBA8;MAPK3
Thyroid hormone synthesis	14/75	1.8950712369103105E-4	5.556422461620522E-4	0	0	3.48833799813408	29.898837800463525	GPX1;HSPA5;PRKCB;GSR;ATP1B3;PRKCA;ATP1A1;ADCY6;PDIA4;HSP90B1;TTR;GNAQ;CANX;PRKACA
Tryptophan metabolism	10/42	1.970354480813538E-4	5.721606280823928E-4	0	0	4.741693679092383	40.4567322189874	HADHA;MAOB;ALDH2;CAT;DLST;HADH;DLD;ACAT2;ACAT1;ALDH9A1
Cysteine and methionine metabolism	11/50	2.0331370338337918E-4	5.847689373502906E-4	0	0	4.281552186661676	36.39644942817415	MPST;LDHB;LDHA;AHCYL1;AHCY;TST;MDH1;MDH2;SMS;PHGDH;GCLM
ErbB signaling pathway	15/85	2.172843217973894E-4	6.19055331913317E-4	0	0	3.258049517610136	27.47937950300973	STAT5B;MAP2K2;PRKCB;SRC;EGF;PRKCA;PTK2;CRKL;NCK2;PLCG2;MAPK1;GRB2;KRAS;PAK2;MAPK3
C-type lectin receptor signaling pathway	17/104	2.2314720645614687E-4	6.239857069421885E-4	0	0	2.9730770311665684	24.996676980347758	FCER1G;SYK;SRC;STAT2;PRKCD;PTPN11;LSP1;MAPK14;NFKB1;RHOA;PPP3CA;PLCG2;CASP1;MAPK1;KRAS;CALM1;MAPK3
T cell receptor signaling pathway	17/104	2.2314720645614687E-4	6.239857069421885E-4	0	0	2.9730770311665684	24.996676980347758	MAP2K2;MAPK14;NFKB1;RHOA;CDC42;PPP3CA;PTPRC;GRAP2;NCK2;MAPK1;GRB2;LCP2;FYN;KRAS;PTPN6;PAK2;MAPK3
Cellular senescence	22/156	2.670060748134337E-4	7.397782990243759E-4	0	0	2.501917580672741	20.586376181641878	MAP2K2;TGFB1;SERPINE1;HLA-B;HLA-C;HLA-A;MAPK14;NFKB1;HLA-E;PPP1CA;PPP3CA;RHEB;VDAC3;VDAC2;MAPK1;VDAC1;KRAS;CAPN1;CALM1;SLC25A5;MCU;MAPK3
Starch and sucrose metabolism	9/36	2.758252450495304E-4	7.572656727723472E-4	0	0	5.055060728744939	41.42997890012109	GPI;PYGB;HK3;UGP2;GBE1;PYGL;GYG1;PGM1;HK1
Glucagon signaling pathway	17/107	3.1621463000957434E-4	8.603316960620852E-4	0	0	2.873512632436838	23.1578950992656	PYGB;CPT1A;PRKAA1;PGAM1;PYGL;PDHB;CPT1B;LDHB;PPP3CA;LDHA;PFKL;PKM;GNAQ;PRKACA;CALM1;PFKP;PCK2
Phospholipase D signaling pathway	21/148	3.3485332872220503E-4	9.029080828045172E-4	0	0	2.518712859175514	20.15428175919078	MAP2K2;FCER1G;RALB;SYK;EGF;PRKCA;PTPN11;F2;AGPAT1;RHOA;ADCY6;DNM2;GNA13;CYTH2;RHEB;PLCG2;MAPK1;GRB2;FYN;KRAS;MAPK3
Lysosome	19/128	3.5447796289615887E-4	9.47365883138407E-4	0	0	2.653383261561505	21.08077015550505	CTSA;ARSA;ASAH1;HEXB;CLTC;AP1B1;M6PR;CLTB;AP3D1;CLTA;GGA1;AP1G1;PSAP;AP1S2;ATP6V1H;TPP1;CTSD;CTSC;ATP6V0A1
Proximal tubule bicarbonate reclamation	7/23	3.589457273338343E-4	9.508913127615609E-4	0	0	6.627930476960388	52.57499378612115	GLUD1;MDH1;CA2;ATP1B3;ATP1A1;GLS;PCK2
Hepatitis B	22/162	4.560302791261514E-4	0.001197575167792154	0	0	2.393920972644377	18.41631757605223	STAT5B;MAP2K2;TGFB1;DDX3X;PRKCB;YWHAB;SRC;STAT2;PRKCA;MAPK14;YWHAZ;NFKB1;DDB1;YWHAQ;CASP3;VDAC3;MAPK1;BAX;GRB2;KRAS;BID;MAPK3
Galactose metabolism	8/31	4.766644354138174E-4	0.0012409712025428694	0	0	5.271703953848318	40.32167045692707	HK3;PFKL;UGP2;AKR1B1;PGM1;PFKP;HK1;GALK1
Pancreatic secretion	16/102	5.428257919484421E-4	0.0014011400783626455	0	0	2.828573592909628	21.267258825915363	PRKCB;ATP2A3;ATP2A2;ATP1B3;PRKCA;RAB27B;ATP1A1;RHOA;ADCY6;RAP1B;BST1;CA2;GNAQ;RAC1;PRSS3;RAB8A
GnRH signaling pathway	15/93	5.924869470711331E-4	0.0015163648984362899	0	0	2.922638793265319	21.718659961399567	MAP2K2;PRKCB;SRC;PRKCD;PRKCA;MAPK14;ADCY6;CDC42;GNAQ;MAPK1;GRB2;KRAS;PRKACA;CALM1;MAPK3
