Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
KEGG_LEISHMANIA_INFECTION	21	0.41045	0.55844	0.75643	0.58955	0.44256	1	0.46231	0.66034	1	13	0.42105	0.56044	0.8745	8	0.52935	0.64136	0.9897
KEGG_PATHWAYS_IN_CANCER	130	0.41416	0.76224	0.86697	0.58584	0.23876	1	0.44029	0.54446	0.9544	81	0.41308	0.54446	0.8745	49	0.48527	0.47852	0.9897
KEGG_COLORECTAL_CANCER	35	0.41033	0.62038	0.78236	0.58967	0.38062	1	0.44616	0.58541	1	24	0.46539	0.83916	0.97684	11	0.40418	0.16683	0.9897
KEGG_RENAL_CELL_CARCINOMA	45	0.41259	0.65435	0.78236	0.58741	0.34665	1	0.48966	0.86813	1	29	0.46841	0.86414	0.99043	16	0.52817	0.68432	0.9897
KEGG_PANCREATIC_CANCER	37	0.35623	0.22478	0.4827	0.64377	0.77622	1	0.4077	0.28771	0.84158	25	0.34892	0.14885	0.66545	12	0.53017	0.67532	0.9897
KEGG_ENDOMETRIAL_CANCER	27	0.33259	0.12488	0.34456	0.66741	0.87612	1	0.43425	0.48951	0.93404	19	0.36012	0.21379	0.68371	8	0.61031	0.88312	0.9897
KEGG_GLIOMA	30	0.32977	0.1019	0.30366	0.67023	0.8991	1	0.40409	0.26773	0.84158	21	0.33117	0.1019	0.57887	9	0.57423	0.8022	0.9897
KEGG_PROSTATE_CANCER	37	0.3832	0.4036	0.61363	0.6168	0.5974	1	0.36358	0.078921	0.61891	23	0.3002	0.03996	0.42529	14	0.46771	0.36863	0.9897
KEGG_THYROID_CANCER	16	0.32084	0.16384	0.38143	0.67916	0.83716	1	0.45302	0.5984	1	13	0.4429	0.66134	0.92962	3	0.49689	0.52148	0.9897
KEGG_BASAL_CELL_CARCINOMA	10	0.33641	0.29271	0.5131	0.66359	0.70829	1	0.27938	0.047952	0.51035	7	0.25158	0.073926	0.52098	3	0.34426	0.20879	0.9897
KEGG_MELANOMA	24	0.28928	0.040959	0.15648	0.71072	0.96004	1	0.39336	0.22577	0.84158	18	0.31461	0.076923	0.52098	6	0.6296	0.85914	0.9897
KEGG_BLADDER_CANCER	15	0.18995	0.003996	0.037213	0.81005	0.997	1	0.37509	0.23676	0.84158	14	0.33303	0.18282	0.68371	1	0.96387	0.95804	0.9897
KEGG_CHRONIC_MYELOID_LEUKEMIA	37	0.41517	0.65634	0.78236	0.58483	0.34466	1	0.48965	0.85215	1	22	0.42817	0.62338	0.90445	15	0.57982	0.87213	0.9897
KEGG_ACUTE_MYELOID_LEUKEMIA	28	0.35171	0.24176	0.50735	0.64829	0.75924	1	0.46386	0.7003	1	19	0.38642	0.36264	0.78395	9	0.62735	0.91209	0.9897
KEGG_SMALL_CELL_LUNG_CANCER	30	0.36482	0.27872	0.50857	0.63518	0.72228	1	0.50438	0.87812	1	21	0.45287	0.77423	0.9569	9	0.62457	0.91009	0.9897
KEGG_NON_SMALL_CELL_LUNG_CANCER	25	0.33038	0.15185	0.36733	0.66962	0.84915	1	0.44129	0.5015	0.93404	18	0.37642	0.30969	0.75646	7	0.6081	0.85415	0.9897
KEGG_VIRAL_MYOCARDITIS	22	0.37652	0.36763	0.583	0.62348	0.63337	1	0.55097	0.95405	1	16	0.52151	0.93307	1	6	0.62953	0.85814	0.9897
