"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp"
"5alpha-androstan-3alpha,17beta-diol monosulfate (2)","5alpha-androstan-3alpha,17beta-diol monosulfate (2)",0.235973335152915,0.402801792622163,0.613286101339816,"group2-group1"
"pyrraline","pyrraline",-0.14344263475104,0.40323626863508,0.613286101339816,"group2-group1"
"citraconate/glutaconate","citraconate/glutaconate",0.249034910092263,0.403496100881498,0.613286101339816,"group2-group1"
"dihomo-linolenoyl-choline","dihomo-linolenoyl-choline",-0.168486102411839,0.404248424859121,0.613366554673788,"group2-group1"
"ritonavir","ritonavir",0.370969891666499,0.406734837191484,0.616073319891073,"group2-group1"
"cysteinylglycine","cysteinylglycine",0.0725798848246441,0.4084729223969,0.617639229210485,"group2-group1"
"indolelactate","indolelactate",0.0636322858196134,0.410360235329354,0.61942500238183,"group2-group1"
"bilirubin (E,Z or Z,E)*","bilirubin (E,Z or Z,E)*",-0.156383982870576,0.412376621233743,0.6212829326658,"group2-group1"
"3,4-dihydroxybutyrate","3,4-dihydroxybutyrate",0.0696198825877427,0.413007924451724,0.6212829326658,"group2-group1"
"ibuprofen","ibuprofen",-0.0992170740504554,0.414091957072308,0.621846997178791,"group2-group1"
"chiro-inositol","chiro-inositol",-0.271769491901087,0.414837727499509,0.621902029089007,"group2-group1"
"N-formylmethionine","N-formylmethionine",0.0440564727315591,0.416662970008466,0.623572397094581,"group2-group1"
"3-methoxycatechol sulfate (2)","3-methoxycatechol sulfate (2)",0.170818358183253,0.418213834071905,0.624320473821103,"group2-group1"
"phenylalanine","phenylalanine",0.0287631412335013,0.418586589061355,0.624320473821103,"group2-group1"
"methylsuccinate","methylsuccinate",0.0615779679102166,0.427611853120669,0.636698803373221,"group2-group1"
"fructosyllysine","fructosyllysine",0.0694450635811764,0.429861153788013,0.638963104867945,"group2-group1"
"gamma-CEHC","gamma-CEHC",0.117066236740547,0.431960704708256,0.640997526276041,"group2-group1"
"4-allylcatechol sulfate","4-allylcatechol sulfate",0.173772260496563,0.435161099553797,0.642948084742544,"group2-group1"
"methionine sulfone","methionine sulfone",-0.0904712658066187,0.435452719387693,0.642948084742544,"group2-group1"
"N-palmitoylserine","N-palmitoylserine",-0.0809857230160513,0.435474529460743,0.642948084742544,"group2-group1"
"theobromine","theobromine",0.192322661141781,0.440467335331367,0.64917935273388,"group2-group1"
"epiandrosterone sulfate","epiandrosterone sulfate",0.184213921108912,0.441175478026673,0.64917935273388,"group2-group1"
"methylsuccinoylcarnitine","methylsuccinoylcarnitine",0.0867240885340461,0.442875980760888,0.650590008588441,"group2-group1"
"paraxanthine","paraxanthine",0.232623995810977,0.445175359212523,0.652874230818366,"group2-group1"
"3-hydroxycotinine glucuronide","3-hydroxycotinine glucuronide",-0.16371459543698,0.449460134953367,0.658057660023544,"group2-group1"
"THC carboxylic acid glucuronide","THC carboxylic acid glucuronide",-0.127551994302159,0.450737763484073,0.658828364292553,"group2-group1"
"caproate (6:0)","caproate (6:0)",0.0489974760523163,0.45299865232825,0.660889485398427,"group2-group1"
"5-hydroxy-2-methylpyridine sulfate","5-hydroxy-2-methylpyridine sulfate",-0.287957094020792,0.453757168712026,0.660889485398427,"group2-group1"
"argininate*","argininate*",0.0899103024747145,0.454408619948975,0.660889485398427,"group2-group1"
"3-ethylcatechol sulfate (2)","3-ethylcatechol sulfate (2)",-0.194784456277054,0.460466093696849,0.66845030208364,"group2-group1"
"etiocholanolone glucuronide","etiocholanolone glucuronide",-0.128409277787028,0.461131622303994,0.66845030208364,"group2-group1"
"5alpha-androstan-3beta,17alpha-diol disulfate","5alpha-androstan-3beta,17alpha-diol disulfate",0.249995692890009,0.463469993512929,0.670385948181109,"group2-group1"
"2-hydroxy-4-(methylthio)butanoic acid","2-hydroxy-4-(methylthio)butanoic acid",0.076422804844272,0.464554166338956,0.670385948181109,"group2-group1"
"oxalate (ethanedioate)","oxalate (ethanedioate)",-0.0651286645187963,0.464760155637531,0.670385948181109,"group2-group1"
"4-hydroxycoumarin","4-hydroxycoumarin",0.186144565452277,0.466993466728925,0.671828319913872,"group2-group1"
"1,3,7-trimethylurate","1,3,7-trimethylurate",0.209783452709372,0.467292217956057,0.671828319913872,"group2-group1"
"lamotrigine","lamotrigine",0.199216183338156,0.471349960630045,0.676553053146563,"group2-group1"
"branched chain 14:0 dicarboxylic acid","branched chain 14:0 dicarboxylic acid",0.144038852242173,0.476238401308589,0.682452741744498,"group2-group1"
"oleoylcholine","oleoylcholine",-0.132454608594014,0.478195551317232,0.683668685140692,"group2-group1"
"3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",0.177876661096433,0.478646034978774,0.683668685140692,"group2-group1"
"2'-O-methylcytidine","2'-O-methylcytidine",0.0470064972395464,0.479447285201181,0.6836996245877,"group2-group1"
"5-acetylamino-6-amino-3-methyluracil","5-acetylamino-6-amino-3-methyluracil",0.205246178941645,0.480620719027203,0.684260341861781,"group2-group1"
"glutamate, gamma-methyl ester","glutamate, gamma-methyl ester",-0.123026825111378,0.482597475614267,0.68514334156067,"group2-group1"
"methylmalonate (MMA)","methylmalonate (MMA)",-0.0829460462500177,0.482803403745147,0.68514334156067,"group2-group1"
"3-hydroxyhippurate","3-hydroxyhippurate",0.207513277118415,0.485490063780553,0.687623583827742,"group2-group1"
"N-acetyltryptophan","N-acetyltryptophan",0.0558621628689085,0.486119295294413,0.687623583827742,"group2-group1"
"phenyllactate (PLA)","phenyllactate (PLA)",0.0644367452430225,0.48835907082914,0.689679396323923,"group2-group1"
"3-(cystein-S-yl)acetaminophen*","3-(cystein-S-yl)acetaminophen*",0.123472037561104,0.489787905620995,0.690585198118348,"group2-group1"
"5alpha-pregnan-diol disulfate","5alpha-pregnan-diol disulfate",0.165486616355613,0.492119773209276,0.692352622365665,"group2-group1"
"thymol sulfate","thymol sulfate",-0.260398014683533,0.492620337920382,0.692352622365665,"group2-group1"
"histidine","histidine",0.0556587919175183,0.493835239265512,0.692949607737367,"group2-group1"
"dopamine 4-sulfate","dopamine 4-sulfate",-0.164192106898257,0.49659081303982,0.694610158119938,"group2-group1"
"1-ribosyl-imidazoleacetate*","1-ribosyl-imidazoleacetate*",0.0718886319144205,0.496736168574997,0.694610158119938,"group2-group1"
"phosphate","phosphate",0.020663023883294,0.497394731242099,0.694610158119938,"group2-group1"
"glutamine","glutamine",0.0197240369996579,0.505945743405445,0.70542832586101,"group2-group1"
"1-methylxanthine","1-methylxanthine",-0.190048593904863,0.508930858931275,0.707949217754376,"group2-group1"
"homovanillate (HVA)","homovanillate (HVA)",0.0664555253461999,0.509954836458099,0.707949217754376,"group2-group1"
"caffeine","caffeine",0.215057983759137,0.510758482082996,0.707949217754376,"group2-group1"
"(2,4 or 2,5)-dimethylphenol sulfate","(2,4 or 2,5)-dimethylphenol sulfate",-0.236475024779312,0.511501666331199,0.707949217754376,"group2-group1"
"3beta-hydroxy-5-cholestenoate","3beta-hydroxy-5-cholestenoate",0.100527602181754,0.511789970417645,0.707949217754376,"group2-group1"
"lopinavir","lopinavir",0.00500797692827271,0.51628399735611,0.711952048466829,"group2-group1"
"dimethyl sulfone","dimethyl sulfone",0.0978887557613184,0.516307300826572,0.711952048466829,"group2-group1"
"pantoprazole","pantoprazole",-0.0741777371590273,0.517674127479936,0.712716184929206,"group2-group1"
"maltol sulfate","maltol sulfate",-0.190858658202,0.525814601724113,0.722230321886694,"group2-group1"
"citalopram N-oxide*","citalopram N-oxide*",0.0228724268803768,0.526231671249256,0.722230321886694,"group2-group1"
"alpha-hydroxymetoprolol","alpha-hydroxymetoprolol",0.0440388573293511,0.534820509249877,0.732871229081472,"group2-group1"
"4-acetylcatechol sulfate (1)","4-acetylcatechol sulfate (1)",0.148589293692854,0.537246468863937,0.735047040863763,"group2-group1"
"docosadioate (C22-DC)","docosadioate (C22-DC)",0.065085863479351,0.538442789696764,0.735536334211935,"group2-group1"
"mannitol/sorbitol","mannitol/sorbitol",0.146634663759454,0.539769718711853,0.736202244650537,"group2-group1"
"N-acetylaspartate (NAA)","N-acetylaspartate (NAA)",0.0338216034496839,0.541484764030542,0.737394624308672,"group2-group1"
"hydrochlorothiazide","hydrochlorothiazide",0.0688650379249287,0.543284077365441,0.738697885037972,"group2-group1"
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*","branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",0.122997521613226,0.546850616318127,0.742372946804339,"group2-group1"
"sulfate of piperine metabolite C16H19NO3 (3)*","sulfate of piperine metabolite C16H19NO3 (3)*",0.155806095346524,0.547679927688036,0.742372946804339,"group2-group1"
"campesterol","campesterol",-0.127892798644626,0.550396999272746,0.743656101310835,"group2-group1"
"2-acetamidophenol sulfate","2-acetamidophenol sulfate",0.17277064123293,0.550771622262705,0.743656101310835,"group2-group1"
"3-hydroxypyridine glucuronide","3-hydroxypyridine glucuronide",0.208811359769661,0.551170428565613,0.743656101310835,"group2-group1"
"4-hydroxyhippurate","4-hydroxyhippurate",0.107841241719845,0.552144817922549,0.743673890203954,"group2-group1"
"tartarate","tartarate",0.217870557479769,0.55287956261457,0.743673890203954,"group2-group1"
"trigonelline (N'-methylnicotinate)","trigonelline (N'-methylnicotinate)",0.129256560658684,0.554586812341194,0.744699787617097,"group2-group1"
"N-acetylalliin","N-acetylalliin",0.173600796598205,0.55534054857649,0.744699787617097,"group2-group1"
"1-methylhistidine","1-methylhistidine",0.0958947170042293,0.559409295102031,0.749010613441956,"group2-group1"
"eicosapentaenoylcholine","eicosapentaenoylcholine",-0.132857248986212,0.561084139954775,0.750107912713929,"group2-group1"
"carboxyibuprofen","carboxyibuprofen",0.160025561486001,0.564679349210891,0.753765280453504,"group2-group1"
"dehydroepiandrosterone sulfate (DHEA-S)","dehydroepiandrosterone sulfate (DHEA-S)",-0.0826889729671626,0.566703605863457,0.754535502771137,"group2-group1"
"3-methylglutarylcarnitine (2)","3-methylglutarylcarnitine (2)",0.0754895532674166,0.566977076768734,0.754535502771137,"group2-group1"
"1-carboxyethylphenylalanine","1-carboxyethylphenylalanine",-0.0712592534647372,0.569599132454185,0.756876422973213,"group2-group1"
"3-hydroxybutyroylglycine","3-hydroxybutyroylglycine",0.088961655255452,0.57225692175654,0.758259545245558,"group2-group1"
"21-hydroxypregnenolone disulfate","21-hydroxypregnenolone disulfate",0.0771306167628529,0.572369234837582,0.758259545245558,"group2-group1"
"sulfate of piperine metabolite C16H19NO3 (2)*","sulfate of piperine metabolite C16H19NO3 (2)*",0.147752363718316,0.576242947934755,0.761026327030561,"group2-group1"
"3-methylxanthine","3-methylxanthine",0.120042556389221,0.576466630885015,0.761026327030561,"group2-group1"
"N-acetyl-1-methylhistidine*","N-acetyl-1-methylhistidine*",0.118302490544341,0.577856981241822,0.761026327030561,"group2-group1"
"tartronate (hydroxymalonate)","tartronate (hydroxymalonate)",-0.0572095229783272,0.577928772864713,0.761026327030561,"group2-group1"
"levulinoylcarnitine","levulinoylcarnitine",0.099126891225312,0.581375775974322,0.764417624481979,"group2-group1"
"N6-acetyllysine","N6-acetyllysine",0.0300802940022642,0.584219934629177,0.76544449092442,"group2-group1"
"ibuprofen acyl glucuronide","ibuprofen acyl glucuronide",-0.0899385846162217,0.584668029194119,0.76544449092442,"group2-group1"
"taurohyocholate*","taurohyocholate*",0.0984696802448444,0.585256133243625,0.76544449092442,"group2-group1"
"pyroglutamine*","pyroglutamine*",0.0633292074834245,0.585647951437042,0.76544449092442,"group2-group1"
"4-methoxyphenol sulfate","4-methoxyphenol sulfate",0.106731580552939,0.586835512205333,0.765855274113209,"group2-group1"
"3-methoxytyramine sulfate","3-methoxytyramine sulfate",-0.069548743475061,0.590401966508079,0.769346208163821,"group2-group1"
"1-carboxyethylisoleucine","1-carboxyethylisoleucine",0.071925303382475,0.591264930789527,0.769346208163821,"group2-group1"
"3-hydroxystachydrine*","3-hydroxystachydrine*",-0.238963262510262,0.594291641729092,0.771431105871577,"group2-group1"
"12,13-DiHOME","12,13-DiHOME",-0.0994928512562809,0.595302047441672,0.771431105871577,"group2-group1"
"arabonate/xylonate","arabonate/xylonate",-0.0520579811623201,0.595506110233817,0.771431105871577,"group2-group1"
"1-carboxyethylvaline","1-carboxyethylvaline",0.063030796801686,0.600819118377611,0.77716573276868,"group2-group1"
"2-oxoarginine*","2-oxoarginine*",0.0670030680208907,0.604825968861457,0.78026662622879,"group2-group1"
"N-delta-acetylornithine","N-delta-acetylornithine",-0.0748465083545798,0.604995787725858,0.78026662622879,"group2-group1"
"phenylpyruvate","phenylpyruvate",-0.0424704329513773,0.606713858687386,0.78112971337461,"group2-group1"
"3-hydroxy-2-methylpyridine sulfate","3-hydroxy-2-methylpyridine sulfate",0.166556582218461,0.607446367755398,0.78112971337461,"group2-group1"
"citalopram/escitalopram","citalopram/escitalopram",0.0278712306437665,0.609432937676253,0.781185490471741,"group2-group1"
"GlcNAc sulfate conjugate of C21H34O2 steroid","GlcNAc sulfate conjugate of C21H34O2 steroid",0.111788695488793,0.610159480685484,0.781185490471741,"group2-group1"
"andro steroid monosulfate C19H28O6S (1)*","andro steroid monosulfate C19H28O6S (1)*",-0.0939412437033158,0.610161985146115,0.781185490471741,"group2-group1"
"pipecolate","pipecolate",-0.0612667776730252,0.613379654625704,0.784160287327613,"group2-group1"
"raltegravir","raltegravir",0.0743785124304917,0.615135303168993,0.785260059503941,"group2-group1"
"glyco-beta-muricholate","glyco-beta-muricholate",0.165273481661396,0.616292848218738,0.785594226581152,"group2-group1"
"glucuronide of C14H26O4 (1)*","glucuronide of C14H26O4 (1)*",0.0909737271301415,0.617749543773093,0.786308200129176,"group2-group1"
"2,3-dihydroxyisovalerate","2,3-dihydroxyisovalerate",0.119061670204083,0.621744171970698,0.789281078544002,"group2-group1"
"erythronate*","erythronate*",0.0236919149676738,0.621885091532389,0.789281078544002,"group2-group1"
"N-formylphenylalanine","N-formylphenylalanine",0.0383526147567006,0.623046337885603,0.789612194112246,"group2-group1"
"2-hydroxy-3-methylvalerate","2-hydroxy-3-methylvalerate",0.052560031485487,0.625135426098542,0.791116549333941,"group2-group1"
"ascorbic acid 2-sulfate","ascorbic acid 2-sulfate",-0.0432535250627384,0.631155369718887,0.794763443236366,"group2-group1"
"glycolithocholate","glycolithocholate",0.134355703446057,0.631930248315738,0.794763443236366,"group2-group1"
"catechol glucuronide","catechol glucuronide",0.109939167361664,0.632213956233877,0.794763443236366,"group2-group1"
"hypoxanthine","hypoxanthine",0.0693324881013029,0.632293895834383,0.794763443236366,"group2-group1"
"4-imidazoleacetate","4-imidazoleacetate",0.0729114397991828,0.632548327684131,0.794763443236366,"group2-group1"
"theophylline","theophylline",0.121580406137399,0.637438474824574,0.79976186326345,"group2-group1"
"2-ethylphenylsulfate","2-ethylphenylsulfate",-0.168013078418191,0.641310123012882,0.803469968403282,"group2-group1"
"ectoine","ectoine",-0.100177053732014,0.643697857542614,0.805311014357879,"group2-group1"
"benzoate","benzoate",0.053037952154648,0.648063811753228,0.809073902986928,"group2-group1"
"m-tyramine sulfate","m-tyramine sulfate",0.0651971416498139,0.649008399267278,0.809073902986928,"group2-group1"
"3-methylcytidine","3-methylcytidine",0.0483948328502484,0.649473235693041,0.809073902986928,"group2-group1"
"androstenediol (3beta,17beta) monosulfate (2)","androstenediol (3beta,17beta) monosulfate (2)",0.0828416993680382,0.654929484448155,0.814713699093662,"group2-group1"
"alanine","alanine",0.0201787816435327,0.657364583306214,0.816107887091047,"group2-group1"
"16a-hydroxy DHEA 3-sulfate","16a-hydroxy DHEA 3-sulfate",-0.0781327734431607,0.657911375340217,0.816107887091047,"group2-group1"
"carnitine","carnitine",0.018467364063629,0.66088526495508,0.818638951081363,"group2-group1"
"sulfate of piperine metabolite C18H21NO3 (1)*","sulfate of piperine metabolite C18H21NO3 (1)*",0.104199446925205,0.663849907201069,0.821151436693001,"group2-group1"
"ergothioneine","ergothioneine",0.0684370838096913,0.665043327095094,0.821380427635331,"group2-group1"
"3-hydroxypyridine sulfate","3-hydroxypyridine sulfate",0.11828957196769,0.665908191617697,0.821380427635331,"group2-group1"
"piperine","piperine",0.140758889807695,0.667825706753563,0.822588686548982,"group2-group1"
"ursodeoxycholate","ursodeoxycholate",-0.144815873455095,0.669446833875687,0.823428994823251,"group2-group1"
"1-methyl-5-imidazoleacetate","1-methyl-5-imidazoleacetate",0.0964829528787629,0.67319721529602,0.826882293857996,"group2-group1"
"catechol sulfate","catechol sulfate",0.0708547915540262,0.676291819324787,0.828784935095378,"group2-group1"
"4-vinylphenol sulfate","4-vinylphenol sulfate",-0.0765998390250399,0.67663627540284,0.828784935095378,"group2-group1"
"N-stearoylserine*","N-stearoylserine*",0.0599627674384276,0.684368072324995,0.837086191672274,"group2-group1"
"1,7-dimethylurate","1,7-dimethylurate",0.105574573955823,0.686875780478544,0.838983369748862,"group2-group1"
"metoprolol","metoprolol",0.124393027619771,0.692379193736183,0.844529280815901,"group2-group1"
"gamma-glutamylcitrulline*","gamma-glutamylcitrulline*",0.033063925082022,0.69363063973443,0.844880654232076,"group2-group1"
"thyroxine","thyroxine",0.0228627973037286,0.697845307677931,0.8488354158579,"group2-group1"
"S-methylcysteine sulfoxide","S-methylcysteine sulfoxide",-0.057100772176028,0.700548728567939,0.850325379300274,"group2-group1"
"4-acetamidophenol","4-acetamidophenol",0.0820113153645585,0.701009406196235,0.850325379300274,"group2-group1"
"N-acetylisoleucine","N-acetylisoleucine",0.0239803042199978,0.702818342766276,0.851342108571857,"group2-group1"
"1,3-dimethylurate","1,3-dimethylurate",0.10009338661512,0.704597172143209,0.851805409342024,"group2-group1"
"2-aminophenol sulfate","2-aminophenol sulfate",0.0876238872157688,0.705143360527149,0.851805409342024,"group2-group1"
"bilirubin","bilirubin",0.0519015296383775,0.70771373100631,0.851847920109985,"group2-group1"
"glucuronide of C12H22O4 (1)*","glucuronide of C12H22O4 (1)*",0.0873649338448157,0.707745093459213,0.851847920109985,"group2-group1"
"vanillactate","vanillactate",-0.0403727736492851,0.708218838464168,0.851847920109985,"group2-group1"
"6-bromotryptophan","6-bromotryptophan",0.0274302951414514,0.709063833158824,0.851847920109985,"group2-group1"
"fumarate","fumarate",0.0248366415494596,0.712600862093557,0.854926068476128,"group2-group1"
"arabinose","arabinose",-0.0554963909527538,0.714964372579863,0.856589828896912,"group2-group1"
"3-ethylcatechol sulfate (1)","3-ethylcatechol sulfate (1)",0.10423580707094,0.719030687960894,0.860286375636704,"group2-group1"
"hyocholate","hyocholate",-0.112585956376904,0.722198910480189,0.861943788572856,"group2-group1"
"androstenediol (3alpha, 17alpha) monosulfate (2)","androstenediol (3alpha, 17alpha) monosulfate (2)",-0.0506917558891918,0.722381624402565,0.861943788572856,"group2-group1"
"glycoursodeoxycholate","glycoursodeoxycholate",0.0915534812427071,0.723786550205026,0.862446745285065,"group2-group1"
"xylose","xylose",-0.0980061326338872,0.725047440588035,0.862776940835423,"group2-group1"
"phenylacetylglycine","phenylacetylglycine",0.0737273193276178,0.7270450560616,0.863981726512226,"group2-group1"
"lactate","lactate",-0.0251558898997364,0.729781133751195,0.865552543289405,"group2-group1"
"17alpha-hydroxypregnanolone glucuronide","17alpha-hydroxypregnanolone glucuronide",0.0960733187084494,0.730340800495051,0.865552543289405,"group2-group1"
"nornicotine","nornicotine",0.0481751794207028,0.7331162082767,0.866681604745154,"group2-group1"
"hydroxycotinine","hydroxycotinine",-0.125332030135742,0.733269955211978,0.866681604745154,"group2-group1"
"2-methoxyacetaminophen sulfate*","2-methoxyacetaminophen sulfate*",0.109241331749162,0.736893652641361,0.868861155628974,"group2-group1"
"octadecanedioate (C18)","octadecanedioate (C18)",0.0434188190723497,0.738060994859516,0.868861155628974,"group2-group1"
"2,3-dihydroxypyridine","2,3-dihydroxypyridine",0.0839519073532927,0.738086158430543,0.868861155628974,"group2-group1"
"erythritol","erythritol",0.0292200136852267,0.739212916160074,0.869021082402661,"group2-group1"
"N-acetylglycine","N-acetylglycine",-0.0365692302952989,0.741195601001508,0.869456869810484,"group2-group1"
"desmethylcitalopram*","desmethylcitalopram*",-0.0129864152478281,0.741566406634255,0.869456869810484,"group2-group1"
"3-methylglutarate/2-methylglutarate","3-methylglutarate/2-methylglutarate",0.0309611046446704,0.743321134444067,0.870350647406471,"group2-group1"
"N-methylproline","N-methylproline",-0.0973045070622734,0.747898965985765,0.874543190892688,"group2-group1"
"1H-indole-7-acetic acid","1H-indole-7-acetic acid",-0.0828206389389381,0.750953845836411,0.876946102261695,"group2-group1"
"2-methylserine","2-methylserine",-0.0721627009652587,0.75397238514532,0.878763399943082,"group2-group1"
"2-methoxyhydroquinone sulfate (1)","2-methoxyhydroquinone sulfate (1)",0.0685462080695711,0.754514070874732,0.878763399943082,"group2-group1"
"testosterone sulfate","testosterone sulfate",-0.0900548386505612,0.756269556573336,0.879615874070493,"group2-group1"
"citramalate","citramalate",0.0621273041169657,0.757251978247688,0.879615874070493,"group2-group1"
"glycylvaline","glycylvaline",0.0608324142477416,0.762734611293673,0.883540199730992,"group2-group1"
"3-acetylphenol sulfate","3-acetylphenol sulfate",-0.0741128602232465,0.763481631211341,0.883540199730992,"group2-group1"
"efavirenz","efavirenz",0.184014940717249,0.764140907526611,0.883540199730992,"group2-group1"
"3-hydroxyhippurate sulfate","3-hydroxyhippurate sulfate",0.100182446666426,0.765886180298844,0.883540199730992,"group2-group1"
"N-methylhydroxyproline","N-methylhydroxyproline",-0.0883713919761209,0.766087374607443,0.883540199730992,"group2-group1"
"pregnenediol sulfate (C21H34O5S)*","pregnenediol sulfate (C21H34O5S)*",0.0377965280201246,0.766675133403973,0.883540199730992,"group2-group1"
"didesmethylcitalopram*","didesmethylcitalopram*",0.0122824989586527,0.767960104482987,0.883859595317034,"group2-group1"
"11-ketoetiocholanolone glucuronide","11-ketoetiocholanolone glucuronide",0.0464687764819041,0.774220259270073,0.889896680707542,"group2-group1"
"3-methyl catechol sulfate (2)","3-methyl catechol sulfate (2)",-0.0871306942356488,0.77719186460272,0.892143017351552,"group2-group1"
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)","5alpha-pregnan-3beta,20beta-diol monosulfate (1)",0.0591832223044818,0.779004615720535,0.89305496468877,"group2-group1"
"theanine","theanine",-0.146126788478802,0.781176949803676,0.894142376083706,"group2-group1"
"N,N-dimethylalanine","N,N-dimethylalanine",-0.033760677781612,0.781992249094872,0.894142376083706,"group2-group1"
"2-methoxyacetaminophen glucuronide*","2-methoxyacetaminophen glucuronide*",0.0842109658703127,0.783624707654824,0.894842276840209,"group2-group1"
"atazanavir","atazanavir",-0.154607261106049,0.788074096103678,0.898752902838655,"group2-group1"
"lanthionine","lanthionine",0.0641139071923034,0.793755975958716,0.904057131059473,"group2-group1"
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*","branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*",-0.0412382102136014,0.796337140016757,0.905820585985339,"group2-group1"
"cotinine N-oxide","cotinine N-oxide",-0.0493379163932053,0.798229719193581,0.906797232814469,"group2-group1"
"butyrate/isobutyrate (4:0)","butyrate/isobutyrate (4:0)",0.035841324909107,0.803236679201658,0.911304744708738,"group2-group1"
"S-methylmethionine","S-methylmethionine",-0.100699462697249,0.804582757926976,0.911652556462478,"group2-group1"
"serine","serine",-0.0126968841702313,0.806230228261677,0.912340529271601,"group2-group1"
"androsterone glucuronide","androsterone glucuronide",-0.0424998474302545,0.809536445397335,0.913884545274101,"group2-group1"
"glucuronide of C12H22O4 (2)*","glucuronide of C12H22O4 (2)*",-0.0450656103051114,0.809678781844899,0.913884545274101,"group2-group1"
"1-linoleoyl-GPA (18:2)*","1-linoleoyl-GPA (18:2)*",-0.0265475047156702,0.814026016608838,0.917610304069345,"group2-group1"
"palmitoloelycholine","palmitoloelycholine",-0.050116214835788,0.817560246959784,0.92041121512674,"group2-group1"
"vanillic alcohol sulfate","vanillic alcohol sulfate",0.0639691778196372,0.819818766300715,0.921770587238112,"group2-group1"
"trans-urocanate","trans-urocanate",-0.0269188765383352,0.823165625613854,0.924104538779969,"group2-group1"
"anserine","anserine",-0.0467492384309587,0.824001994670394,0.924104538779969,"group2-group1"
"4-acetylphenyl sulfate","4-acetylphenyl sulfate",-0.0418260838248724,0.827384625620629,0.924970068233655,"group2-group1"
"proline","proline",-0.0135928340110777,0.827472658485194,0.924970068233655,"group2-group1"
"alpha-hydroxyisovalerate","alpha-hydroxyisovalerate",0.0267761972802339,0.827937860391584,0.924970068233655,"group2-group1"
"2-hydroxyarachidate*","2-hydroxyarachidate*",-0.023310275122419,0.83428171488205,0.93087158263557,"group2-group1"
"ethyl alpha-glucopyranoside","ethyl alpha-glucopyranoside",-0.0640631403794074,0.844425770276386,0.94099288504751,"group2-group1"
"S-methylcysteine","S-methylcysteine",-0.0188221895210132,0.849974464436905,0.945974118415185,"group2-group1"
"abacavir","abacavir",-0.070850186820135,0.853309496415046,0.948030743224151,"group2-group1"
"citalopram propionate*","citalopram propionate*",-0.003423322366429,0.854926166705554,0.948030743224151,"group2-group1"
"2-aminoheptanoate","2-aminoheptanoate",0.0165541667252808,0.855065356773436,0.948030743224151,"group2-group1"
"asparagine","asparagine",0.00881556822396154,0.857927859521977,0.950003450506028,"group2-group1"
"isovalerylglycine","isovalerylglycine",0.0161707939127555,0.861283856270908,0.952516950756099,"group2-group1"
"lamivudine","lamivudine",-0.0428060704283966,0.866032429053959,0.95656226735557,"group2-group1"
"6-hydroxywarfarin","6-hydroxywarfarin",-0.00108120761717929,0.86827253205687,0.957089560240092,"group2-group1"
"histidine betaine (hercynine)*","histidine betaine (hercynine)*",-0.0303521433273971,0.868692462886104,0.957089560240092,"group2-group1"
"glycohyocholate","glycohyocholate",-0.0498252656984899,0.870934841041621,0.957203245228458,"group2-group1"
"threonate","threonate",-0.0191660833916628,0.87097855153057,0.957203245228458,"group2-group1"
"alliin","alliin",-0.0598992355333053,0.872646852358739,0.957836407407527,"group2-group1"
"sulfate of piperine metabolite C18H21NO3 (3)*","sulfate of piperine metabolite C18H21NO3 (3)*",0.0353851003299075,0.874826469689887,0.959028517397538,"group2-group1"
"glucose","glucose",0.00554995765824038,0.876869074540955,0.9600676384175,"group2-group1"
"gamma-glutamylglutamine","gamma-glutamylglutamine",0.00878276702050973,0.879096703895996,0.961306495407467,"group2-group1"
"N-(2-furoyl)glycine","N-(2-furoyl)glycine",0.0420868333922117,0.888639313780947,0.967882649195275,"group2-group1"
"ribulonate/xylulonate/lyxonate*","ribulonate/xylulonate/lyxonate*",-0.0132710585195003,0.889394776334266,0.967882649195275,"group2-group1"
"phenol sulfate","phenol sulfate",0.018585696358343,0.889437946063038,0.967882649195275,"group2-group1"
"caprylate (8:0)","caprylate (8:0)",0.0190927985470888,0.890359183890062,0.967882649195275,"group2-group1"
"ribitol","ribitol",0.00846190915488211,0.891483753157707,0.967882649195275,"group2-group1"
"heptanoate (7:0)","heptanoate (7:0)",0.0105648626655388,0.891732246921075,0.967882649195275,"group2-group1"
"4-methylnonanoylcarnitine","4-methylnonanoylcarnitine",-0.0256660056555257,0.898365924574612,0.971010160279634,"group2-group1"
"alpha-tocopherol","alpha-tocopherol",0.00630162317565153,0.901575864669272,0.971010160279634,"group2-group1"
"uracil","uracil",0.0108642023094856,0.903607565258686,0.971010160279634,"group2-group1"
"gentisate","gentisate",-0.0227845804717805,0.903739392831441,0.971010160279634,"group2-group1"
"rilpivirine","rilpivirine",-0.00127733937843166,0.904171173122436,0.971010160279634,"group2-group1"
"4-allylphenol sulfate","4-allylphenol sulfate",0.023677363667143,0.905795091480307,0.971010160279634,"group2-group1"
